date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,MA5,MA10,MA20,RSI,turnover_rate,volatility,MACD,Signal,Hist,revenue,net_profit,revenue_growth,net_profit_growth
2025-01-27,000617.SZ,6.71,6.77,6.53,6.53,6.69,-0.16,-2.3916,646669.4,427919.19,6.598000000000001,6.611,6.6275,43.90243902439027,1.5111951394374252,0.0,-0.10989697719813663,-0.12949347067191716,0.019596493473780535,0,0,0.0,0.0
2025-02-05,000617.SZ,6.58,6.59,6.47,6.5,6.53,-0.03,-0.4594,521811.45,340201.074,6.578,6.5969999999999995,6.593500000000001,46.95652173913042,1.5338324593296258,0.018761480388780585,-0.1113674859931697,-0.12586827373616769,0.014500787742997984,0,0,0.0,0.0
2025-02-06,000617.SZ,6.49,6.63,6.44,6.63,6.5,0.13,2.0,706765.27,462920.381,6.602000000000001,6.6,6.580500000000001,54.0322580645161,1.526753409459412,0.01755178265013436,-0.10088007851357261,-0.12087063469164869,0.019990556178076074,0,0,0.0,0.0
2025-02-07,000617.SZ,6.61,6.92,6.59,6.75,6.63,0.12,1.81,1317608.21,889352.146,6.62,6.6129999999999995,6.584999999999999,66.38655462184869,1.48153711207214,0.016410395717552116,-0.08194116862484435,-0.11308474147828781,0.031143572853443463,0,0,0.0,0.0
2025-02-10,000617.SZ,6.76,6.88,6.75,6.84,6.75,0.09,1.3333,854913.46,583485.296,6.65,6.6370000000000005,6.601000000000001,66.66666666666661,1.4651842400498127,0.01579255772320909,-0.05898970169065798,-0.10226573352076186,0.04327603183010388,0,0,0.0,0.0
2025-02-11,000617.SZ,6.83,6.84,6.71,6.77,6.84,-0.07,-1.0234,593080.12,400596.684,6.697999999999999,6.647999999999999,6.609,56.07476635514016,1.4804918355240304,0.01580305553123622,-0.04591958142380825,-0.09099650310137114,0.04507692167756289,0,0,0.0,0.0
2025-02-12,000617.SZ,6.75,6.89,6.74,6.89,6.77,0.12,1.7725,716795.81,487934.072,6.775999999999999,6.677,6.6194999999999995,62.60869565217388,1.4690423381624393,0.01610119219669099,-0.02558350906176088,-0.07791390429344909,0.05233039523168821,0,0,0.0,0.0
2025-02-13,000617.SZ,6.88,6.89,6.79,6.8,6.89,-0.09,-1.3062,751029.46,513182.305,6.81,6.706,6.631,57.377049180327845,1.4634749730897287,0.015916258427631752,-0.01653862605375611,-0.06563884864551049,0.04910022259175438,0,0,0.0,0.0
2025-02-14,000617.SZ,6.78,6.84,6.7,6.77,6.8,-0.03,-0.4412,593471.7,400386.377,6.814,6.7170000000000005,6.642999999999999,56.910569105691046,1.4822474841595321,0.015876659438225634,-0.011656867274790983,-0.05484245237136659,0.04318558509657561,0,0,0.0,0.0
2025-02-17,000617.SZ,6.81,6.87,6.74,6.81,6.77,0.04,0.5908,867188.95,590902.985,6.808,6.729000000000001,6.6655,56.19834710743798,1.4675656952384493,0.014459395219547354,-0.004508402507513054,-0.04477564239859589,0.040267239891082836,0,0,0.0,0.0
