date,predicted_price,model
2025-06-27,5.5276165,XGBoost
2025-06-28,5.5311704,XGBoost
2025-06-29,5.874898,XGBoost
2025-06-30,5.538528,XGBoost
2025-07-01,5.530207,XGBoost
