set_type,true,pred,residual
train,46.56,46.56061,-0.0006117248535133513
train,46.59,46.590034,-3.4484863277839395e-05
train,47.95,47.949936,6.408691406534217e-05
train,47.94,47.939213,0.0007872009277321013
train,48.18,48.17993,6.835937499971578e-05
train,47.2,47.200283,-0.00028305053710653283
train,47.22,47.219097,0.0009028625488269881
train,47.22,47.21972,0.00028106689453011313
train,46.31,46.311066,-0.0010656738281227263
train,45.4,45.399647,0.0003532409667954539
train,44.62,44.620293,-0.00029266357422130795
train,44.92,44.91957,0.0004290771484392053
train,45.41,45.41062,-0.0006216430664096606
train,45.9,45.898335,0.001665496826170454
train,45.36,45.360405,-0.00040496826171931843
train,44.7,44.699207,0.0007926940917997172
train,44.25,44.25032,-0.0003204345703125
train,44.05,44.049656,0.00034408569335653283
train,43.54,43.540276,-0.00027557373046960265
train,43.58,43.579834,0.0001660156249982947
train,44.88,44.879555,0.00044525146484630795
train,44.29,44.290775,-0.0007752990722664777
train,44.36,44.359318,0.0006822204589838066
train,45.32,45.32003,-3.0212402343465783e-05
train,45.17,45.170357,-0.0003567504882795447
train,46.31,46.3095,0.0004983520507835237
train,45.45,45.45066,-0.0006607055664034078
train,45.08,45.08004,-3.99780273454553e-05
train,45.17,45.169262,0.0007380676269548303
train,45.24,45.239586,0.0004141235351582395
train,44.75,44.75032,-0.0003204345703125
train,44.19,44.190697,-0.0006967163085960237
train,44.45,44.44994,6.027221679971717e-05
train,43.97,43.970028,-2.792358398551187e-05
train,43.85,43.849487,0.0005126953125014211
train,43.77,43.77227,-0.0022702026367156236
train,43.93,43.92844,0.0015599060058590908
train,43.6,43.599823,0.00017700195312642109
train,43.42,43.419968,3.23486328142053e-05
train,42.28,42.280704,-0.0007044982910144881
train,44.49,44.49043,-0.0004289245605448855
train,42.9,42.90002,-2.0599365235796085e-05
train,42.94,42.9403,-0.00029998779297102374
train,41.24,41.241272,-0.0012719726562480105
train,42.0,42.000275,-0.000274658203125
train,44.27,44.269558,0.0004420471191437514
train,44.6,44.60013,-0.00012817382812357891
train,44.83,44.829987,1.3427734373294697e-05
train,44.73,44.729496,0.0005039978027312486
train,44.0,44.001022,-0.0010223388671875
train,44.48,44.478954,0.0010456848144499986
train,44.2,44.20084,-0.0008399963378877828
train,44.04,44.039738,0.00026229858398352235
train,44.2,44.19907,0.0009300231933622172
train,43.88,43.87997,2.9449462893182954e-05
train,43.05,43.051247,-0.0012466430664090922
train,42.68,42.67973,0.0002705383300778408
train,42.84,42.839916,8.37707519565356e-05
train,42.48,42.480564,-0.0005641174316437514
train,42.67,42.669792,0.0002078247070329553
train,42.66,42.659897,0.0001031494140590894
train,43.22,43.21893,0.0010707092285144881
train,46.01,46.01018,-0.00018142700195511452
train,48.66,48.659702,0.0002976989746059644
train,46.18,46.180904,-0.0009043884277346592
train,50.07,50.068653,0.0013468933105471592
train,47.81,47.809673,0.00032669067383039874
train,47.38,47.38006,-5.8288574216192046e-05
train,46.92,46.92037,-0.0003681945800764197
train,47.2,47.200336,-0.00033645629882528283
train,47.69,47.690044,-4.440307617414874e-05
train,47.68,47.679337,0.0006634521484372158
train,47.99,47.99034,-0.0003411865234355105
train,48.13,48.130238,-0.00023757934570056705
train,48.01,48.009514,0.0004861450195292605
train,48.33,48.329678,0.0003224182128889197
train,47.65,47.65026,-0.0002609252929701711
train,47.25,47.250183,-0.00018310546875
test,47.58,47.085777,0.49422271728515454
test,48.03,47.73357,0.296429901123048
test,49.38,47.248993,2.1310070800781276
test,49.36,47.115482,2.244517669677734
test,49.6,47.16184,2.438161468505861
test,50.0,49.164455,0.8355445861816406
test,54.65,49.55893,5.091070556640624
test,52.89,49.140476,3.74952377319336
test,53.39,49.140476,4.24952377319336
test,53.28,49.140476,4.1395237731933605
test,54.9,49.140423,5.759577178955077
test,54.49,49.140476,5.349523773193361
test,55.51,49.140476,6.369523773193357
test,55.28,49.140316,6.139683990478517
test,53.47,49.140316,4.3296839904785145
test,53.07,49.140316,3.929683990478516
test,53.04,49.089046,3.9509535217285148
test,52.9,49.088917,3.8110832214355455
test,53.78,49.088993,4.6910069274902355
test,53.77,49.088917,4.68108322143555
