date,predicted_price,model
2025-06-27,116.849594,XGBoost
2025-06-28,116.38997,XGBoost
2025-06-29,116.647644,XGBoost
2025-06-30,116.70822,XGBoost
2025-07-01,116.485245,XGBoost
