date,predicted_price,model
2025-06-27,118.69510000000004,Random Forest
2025-06-28,119.07000000000002,Random Forest
2025-06-29,118.50490000000002,Random Forest
2025-06-30,118.31020000000001,Random Forest
2025-07-01,118.24070000000005,Random Forest
