ts_code_income,ann_date_income,f_ann_date_income,end_date,report_type_income,comp_type_income,end_type_income,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,continued_net_profit,update_flag_income,ts_code_balance,ann_date_balance,f_ann_date_balance,report_type_balance,comp_type_balance,end_type_balance,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag_balance,ts_code,ann_date,f_ann_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
601059.SH,20250425,20250425,20250331,1,4,1,0.06,0.06,966525843.05,966525843.05,393766373.33,,,423668814.28,434284512.65,-1645867.79,,,,,234381021.27,20376182.3,64256867.13,-850927.3,-86382407.81,510356707.32,,1287138.83,765066705.2,,285988797.7,,5283150.18,,770444577.96,,,,,,,,765066705.2,,,,794940.49,201459137.85,1674.39,71136.23,,201389676.01,-7208774.67,208598450.68,204795178.76,3803271.92,-427849434.71,-219250984.03,-208187368.59,-11063615.44,,,,,,,,,,,,,,,,,,,,,,,208598450.68,0,601059.SH,20250425,20250425,1,4,1,3243000000.0,4012148107.93,7678692565.7,1212415228.4,,19407888242.98,39047884974.27,,,,,,,,,,3460314477.34,,,,,807778148.37,,,,,472104068.8,,,285835037.67,,105325786.48,,,,,,122776219.96,,1005972.76,,3932736.02,,,,,,,,,,,,3194247837.53,,,,15761744132.17,3307359613.13,,,102475574984.49,,666601734.7,,,15746539803.56,278608.0,,,,20729630552.88,,587493245.83,36609641.89,,,,,,,,,21065081798.99,,,,,14132693685.21,,,851346.3,20557449.14,,,,,,,,806672689.07,,,,,,,,,,,,78253470670.49,,2756178468.31,,,621479924.29,23600624389.71,24222104314.0,102475574984.49,,198190019.37,4500000000.0,,13229542267.87,466022672.1,4004865479.41,96664307.92,,,,,,5013522.02,,,,,,,,,18310623374.92,0,601059.SH,20250425,20250425,4,1,1,,,,,,,,,,,,974417657.6,,,714385739.43,,1688803397.03,,373085423.41,84394300.0,,,,331765111.89,,,8799644562.86,-7110841165.83,,13057689817.22,274525105.66,,,13332214922.88,,6760996771.99,,,,6760996771.99,6571218150.89,49971912.63,3000000000.0,,3049971912.63,,5800000000.0,111206155.8,,,5911206155.8,-2861234243.17,-382571.89,-3401239830.0,26230792300.72,22829552470.72,,,,,,,,,,,,,,,,,,,,,,,,,120000000.0,,,,,,,,,0
601059.SH,20250326,20250326,20241231,1,4,4,0.41,0.41,3291547424.2,3291547424.2,1523757392.93,,,1618818437.82,1199447981.09,4200661.75,,,,,853069911.94,126732215.52,155810332.38,4200661.75,135875415.47,1042588457.55,17586696.09,-7908689.16,1751765968.51,,1050476387.64,,18838443.8,,1681759588.57,,,,,,,,1751765968.51,,,,,1539781455.69,1502336.56,5116045.81,,1536167746.44,121482648.22,1414685098.22,1364888583.05,49796515.17,483872373.01,1898557471.23,1846841287.13,51716184.1,,,,,,,,,,,,,,,,,,,,,,,,0,601059.SH,20250326,20250326,1,4,4,3243000000.0,4012148107.93,7473897386.94,1212415228.4,,22137616445.64,34463308851.01,,,,,,,,,,4664059490.94,,,,,541990835.27,,,,,465834947.47,,,492991940.92,,105579396.79,,,,,,129790553.07,,1005972.76,,4002274.85,,,,,,,21323254.84,,,,,2612346062.45,,,,18862654413.74,3542394589.5,,,106902404377.54,,616629822.07,,,15853017274.13,293742.48,,,,19749457500.35,,214407822.42,54187047.06,,,,,,,,,23719195176.4,,,,,18182342935.59,,,851346.3,37704193.06,,,,,18624487.99,,,757835024.4,,,,,,,,,,,,82461049079.51,,2756178468.31,,,632543539.73,23808811758.3,24441355298.03,106902404377.54,,611172566.72,4500000000.0,,12569953612.89,361946635.63,2814073219.36,96957578.81,,,,,,3032389.94,,,,,,,,,25802019850.0,0,601059.SH,20250326,20250326,4,1,4,1414685098.22,,,,,,,,,,,4832754446.48,,2030000000.0,7596927064.6,100786051.08,21002351730.42,,1402765528.4,215116844.73,,,,1166277409.49,,737952823.67,10717287672.79,10285064057.63,,29379819827.16,749980319.48,5012406.03,,30134812552.67,86835412.15,43500468507.52,,,,43668069152.33,-13533256599.66,280125709.8,20849510000.0,,25629635709.8,,14227017585.17,674944494.66,,174562714.54,15217299591.34,10412336118.46,51774902.41,7215918478.84,19014873821.88,26230792300.72,4500000000.0,,,,27202997.89,40085946.76,12700289.62,,,438410.56,,-135875415.47,-155371941.57,,,,-7358055748.88,16126562437.28,,10285064057.63,,,,7215918478.84,,6441884168.26,51167936.14,154318013.08,,26230792300.72,19014873821.88,,,0
601059.SH,20250326,20250326,20241231,1,4,4,0.41,0.41,3291547424.2,3291547424.2,1523757392.93,,,1618818437.82,1199447981.09,4200661.75,,,,,853069911.94,126732215.52,155810332.38,4200661.75,135875415.47,1042588457.55,17586696.09,-7908689.16,1751765968.51,,1050476387.64,,18838443.8,,1681759588.57,,,,,,,,1751765968.51,,,,,1539781455.69,1502336.56,5116045.81,,1536167746.44,121482648.22,1414685098.22,1364888583.05,49796515.17,483872373.01,1898557471.23,1846841287.13,51716184.1,,,,,,,,,,,,,,,,,,,,,,,1414685098.22,1,601059.SH,20250326,20250326,1,4,4,3243000000.0,4012148107.93,7473897386.94,1212415228.4,,22137616445.64,34463308851.01,,,,,,,,,,4664059490.94,,,,,541990835.27,,,,,465834947.47,,,492991940.92,,105579396.79,,,,,,129790553.07,,1005972.76,,4002274.85,,,,,,,21323254.84,,,,,2612346062.45,,,,18862654413.74,3542394589.5,,,106902404377.54,,616629822.07,,,15853017274.13,293742.48,,,,19749457500.35,,214407822.42,54187047.06,,,,,,,,,23719195176.4,,,,,18182342935.59,,,851346.3,37704193.06,,,,,18624487.99,,,757835024.4,,,,,,,,,,,,82461049079.51,,2756178468.31,,,632543539.73,23808811758.3,24441355298.03,106902404377.54,,611172566.72,4500000000.0,,12569953612.89,361946635.63,2814073219.36,96957578.81,,,,,,3032389.94,,,,,,,,,25802019850.0,0,601059.SH,20250326,20250326,4,1,4,1414685098.22,,,,,,,,,,,4832754446.48,,2030000000.0,7596927064.6,100786051.08,21002351730.42,,1402765528.4,215116844.73,,,,1166277409.49,,737952823.67,10717287672.79,10285064057.63,,29379819827.16,749980319.48,5012406.03,,30134812552.67,86835412.15,43500468507.52,,,,43668069152.33,-13533256599.66,280125709.8,20849510000.0,,25629635709.8,,14227017585.17,674944494.66,,174562714.54,15217299591.34,10412336118.46,51774902.41,7215918478.84,19014873821.88,26230792300.72,4500000000.0,,,,27202997.89,40085946.76,12700289.62,,,438410.56,,-135875415.47,-155371941.57,,,,-7358055748.88,16126562437.28,,10285064057.63,,,,7215918478.84,,6441884168.26,51167936.14,154318013.08,,26230792300.72,19014873821.88,,,0
601059.SH,20241031,20241031,20240930,1,4,3,0.27,0.27,2350088642.89,2350088642.89,1080869102.75,,,1130964872.52,903956943.04,-1192048.57,,,,,523450288.09,113752697.32,155180934.27,1666529.67,72247422.48,813630425.86,18722646.15,-46658.23,1425305195.0,,768560853.66,,12118678.81,,1433970602.07,,,,,,,,1425305195.0,,,,2858578.24,924783447.89,1446943.45,3364079.72,,922866311.62,22147437.04,900718874.58,885484146.8,15234727.78,3013882.05,903732756.63,896763361.25,6969395.38,,,,,,,,,,,,,,,,,,,,,,,900718874.58,1,601059.SH,20241031,20241031,1,4,3,3243000000.0,4013327353.21,7211208463.84,1148100815.38,,20755800133.75,33053625365.1,,,,,,,,,,2342784839.89,,,,,230936522.99,,,,,463319641.86,,,218183213.32,,100833184.9,,,,,,120892547.24,,1005972.76,,181268614.32,,,,,,,,,,,,2558640499.56,,,,13749147902.85,1829768532.38,,,85174019454.18,,646761047.37,,,13143432128.68,610919502.53,,,,12846704935.41,,480481924.7,51575094.2,,,,,,,,,21998353207.32,,,,,11481563092.75,,,851346.3,263960.56,,,,,2984367.44,,,1095798176.26,,,,,,,,,,,,64226309625.47,,2605100245.99,,,587796751.01,20359913077.7,20947709828.71,85174019454.18,,139176199.28,2000000000.0,,9987111955.89,769450921.15,1394710013.4,113823886.31,,,,,,3729559.76,,,,,,,,,14013852094.18,0,601059.SH,20241031,20241031,4,1,3,,,,,,,,,,,,3309242809.65,,,915768035.18,,9948060999.22,,985947668.09,195500300.0,,,,885234125.93,,283540947.2,6227912677.64,3720148321.58,,26207438745.99,449223638.55,,,26656662384.54,19533512.47,26519472049.23,,,,26539005561.7,117656822.84,295706892.28,8249510000.0,,10545216892.28,,9708300000.0,457270785.0,,,10335691260.44,209525631.84,-1014991.42,4046315784.84,19014873821.88,23061189606.72,2000000000.0,,,,,,,,,,,,,,,,,,,,,,,,673000000.0,4733560107.73,,,,,,,,0
601059.SH,20240828,20240828,20240630,1,4,2,0.19,0.19,1595836254.51,1595836254.51,725348412.0,,,720140822.57,665041420.68,2268512.37,,,,,351560823.59,42638079.83,72040862.25,2268512.37,222635211.3,429202419.29,13524124.42,-4685655.98,973364950.07,,514694400.74,,8128212.38,,977039072.09,,,,,,,,973364950.07,,,,,622471304.44,1446736.69,159613.9,,623758427.23,-1988713.99,625747141.22,614108204.67,11638936.55,79501436.72,705248577.94,696055584.68,9192993.26,,,,,,,,,,,,,,,,,,,,,,,625747141.22,1,601059.SH,20240828,20240828,1,4,2,3243000000.0,4016100938.11,7075362568.46,1148100815.38,,17118180057.82,27929827616.58,,,,,,,,,,3078352629.24,,,,,2719139087.13,,,,,467230920.58,,,265055266.52,,96042541.44,,,,,,127865598.95,,1005972.76,,199956349.55,,,,,,,144920.0,,,,,2443861369.49,,,,14149240231.31,2414985081.72,,,77390031990.91,,572846326.05,,,14019955068.06,51232.87,,,,12189676284.36,,495000670.11,32859637.39,,,,,,,,,17985941546.09,,,,,10401206558.64,,,1035770.79,13710437.29,,,,,23421744.32,,,813202464.05,,,,,,,,,,,,58494141755.99,,2605100245.99,,,590020348.89,18305869886.03,18895890234.92,77390031990.91,,218205318.09,,,10250505391.0,289011109.28,1407646026.6,118808214.86,,,,,,9120000.0,,,,,,,,,11874152035.87,0,601059.SH,20240828,20240828,4,1,2,625747141.22,,,,,,,,,,,2435903461.37,,190000000.0,,240093800.09,5418362914.71,,756466832.47,104234604.09,,,,550852317.65,,249790468.99,3796900020.69,1621462894.02,,11783374243.06,188942908.26,223211.7,,11972540363.02,18366875.18,10161401928.93,,,,10179768804.11,1792771558.91,227284292.9,5961890000.0,,6189174292.9,,8420708100.0,267697076.55,,79379908.81,8937905560.8,-2748731267.9,1553791.4,667056976.43,19014873821.88,19681930798.31,,,,,13527079.54,20323135.45,5571720.21,,,125746.77,,-222635211.3,-90087093.05,,,,-62083798.54,1244291207.18,,1621462894.02,,,,667056976.43,,765994120.48,-11802334.4,77883717.37,,19681930798.31,19014873821.88,,,0
601059.SH,20240427,20240427,20240331,1,4,1,0.06,0.06,834810844.0,834810844.0,354446993.11,,,408772681.22,339611223.56,-704603.34,,,,,179900051.37,22930712.38,89684653.75,-4307.46,-81182103.82,414006365.16,,-3108302.54,690157033.73,,268720349.77,,4161006.14,,713346372.42,,,,,,,,690157033.73,,,,700295.88,144653810.27,3832.66,60008.24,,144597634.69,-50529972.47,195127607.16,184796742.81,10330864.35,-14672876.77,180454730.39,176338269.18,4116461.21,,,,,,,,,,,,,,,,,,,,,,,195127607.16,1,601059.SH,20240427,20240427,1,4,1,3243000000.0,4016100938.11,6972250826.55,1089788131.69,,17449882993.47,28336408126.13,,,,,,,,,,2366185891.1,,,,,698662918.93,,,,,450909310.1,,,213459086.61,,98627947.37,,,,,,130997077.17,,1005972.76,,254458519.46,,,,,,,,,,,,2593936740.02,,,,13749147902.85,1829768532.38,,,76037425761.45,,416684529.97,,,10384139972.89,64332949.84,,,,11627352525.36,,833333453.02,-45544521.74,,,,,,,,,17479427218.65,,,,,12430206702.41,,,2477319.21,762125.84,,,,,6734741.94,,,689493369.75,,,,,,,,,,,,57517151374.08,,2466736773.22,,,584943816.84,17935330570.53,18520274387.37,76037425761.45,,147453900.96,,,10710316278.02,596436775.86,3118495372.06,92478849.84,,,,,,8385849.03,,,,,,,,,11516787011.58,0,601059.SH,20240427,20240427,4,1,1,,,,,,,,,,,,911993980.0,,,,,2569231544.88,,298039134.1,170243978.71,,,,286968059.76,,,4876416172.57,-2307184627.69,,6250571000.28,123357486.01,10715.48,,6373939201.77,29289844.85,4475216276.6,,,,4504506121.45,1869433080.32,65630374.88,5415550000.0,,5481180374.88,,4168120000.0,122224228.1,,,4290344228.1,1190836146.78,943727.78,754028327.19,19014873821.88,19768902149.07,,,,,,,,,,,,,,,,,,,,,,,,,3434000000.0,509717199.06,,,,,,,,0
601059.SH,20240327,20240327,20231231,1,4,4,0.46,0.46,3483493982.45,3483493982.45,1468755193.97,,,1916141942.44,1143610731.87,8059313.89,,,,,779105777.93,154283385.18,232328916.19,8080501.45,150026285.65,964751206.1,17301045.36,-1438079.09,1748875190.49,,1045035073.39,,20487838.97,,1768212951.33,,,,,,,,1748875190.49,,,,21187.56,1734618791.96,7293708.54,7319206.81,,1734593293.69,191998398.09,1542594895.6,1466886707.38,75708188.22,177514331.6,1720109227.2,1638249484.08,81859743.12,,,,,,,,,,,,,,,,,,,,,,,1542594895.6,1,601059.SH,20240327,20240327,1,4,4,3243000000.0,4016100938.11,6810946084.86,1089788131.69,,16745457705.69,29161860002.86,,,,,,,,,,2729164341.33,,,,,188267420.24,,,,,448893756.58,,,250951774.42,,104646364.64,,,,,,138289408.98,,1005972.76,,196497149.85,,,,,,,312180.0,,,,,2622023791.43,,,,13556647335.51,2029736771.05,,,77923772045.4,,351054155.09,,,13828947258.16,6848399.69,,,,11802606809.76,,567628322.8,67445422.27,,,,,,,,,17264793099.59,,,,,9645949144.57,,,2477319.21,263960.56,,,,,15286490.87,,,803504342.15,,,,,,,,,,,,59583952388.42,,2466736773.22,,,580827355.63,17758992301.35,18339819656.98,77923772045.4,,132420373.47,,,11067285032.6,406030897.84,4669264050.82,105919832.32,,,,,,9113207.53,,,,,,,,,13075048496.44,1,601059.SH,20240327,20240327,4,1,4,1542594895.6,,,,,,,,,,,5953898480.26,,6229000000.0,,294715381.96,12477613862.22,,1588077470.88,623608665.88,,,,1234184228.9,,987465600.13,10059254998.66,2418358863.56,,7818148207.51,64252621.64,1352969.7,,7883753798.85,88905973.16,19343773250.69,,,,19432679223.85,-11548925425.0,353070898.0,17224930000.0,,20489693288.5,,13177629621.45,567730207.58,,136886051.88,13882245880.91,6607447407.59,28318971.56,-2494800182.29,21509674004.17,19014873821.88,2580957035.99,,,,25760940.58,37648064.04,11099694.11,,,-602086.88,,-150026285.65,-81464588.79,114225533.1,,,-2815578108.3,3236968533.65,,2418358863.56,,,,-2494800182.29,,,-39846787.37,113499027.59,,19014873821.88,21509674004.17,,,1
601059.SH,20240327,20240327,20231231,1,4,4,0.46,0.46,3483493982.45,3483493982.45,1468755193.97,,,1916141942.44,1143610731.87,8059313.89,,,,,779105777.93,154283385.18,232328916.19,8080501.45,150026285.65,964751206.1,17301045.36,-1438079.09,1748875190.49,,1045035073.39,,20487838.97,,1768212951.33,,,,,,,,1748875190.49,,,,21187.56,1734618791.96,7293708.54,7319206.81,,1734593293.69,191998398.09,1542594895.6,1466886707.38,75708188.22,177514331.6,1720109227.2,1638249484.08,81859743.12,,,,,,,,,,,,,,,,,,,,,,,1542594895.6,1,601059.SH,20240327,20240327,1,4,4,3243000000.0,4016100938.11,6810946084.86,1089788131.69,,16745457705.69,29161860002.86,,,,,,,,,,2729164341.33,,,,,188267420.24,,,,,448893756.58,,,250951774.42,,104646364.64,,,,,,138289408.98,,1005972.76,,196497149.85,,,,,,,312180.0,,,,,2622023791.43,,,,13556647335.51,2029736771.05,,,77923772045.4,,351054155.09,,,13828947258.16,6848399.69,,,,11802606809.76,,567628322.8,67445422.27,,,,,,,,,17264793099.59,,,,,9645949144.57,,,2477319.21,263960.56,,,,,15286490.87,,,803504342.15,,,,,,,,,,,,59583952388.42,,2466736773.22,,,580827355.63,17758992301.35,18339819656.98,77923772045.4,,132420373.47,,,11067285032.6,406030897.84,4669264050.82,105919832.32,,,,,,9113207.53,,,,,,,,,13075048496.44,0,601059.SH,20240327,20240327,4,1,4,1542594895.6,,,,,,,,,,,5953898480.26,,6229000000.0,,294715381.96,12477613862.22,,1588077470.88,623608665.88,,,,1234184228.9,,987465600.13,10059254998.66,2418358863.56,,7818148207.51,64252621.64,1352969.7,,7883753798.85,88905973.16,19343773250.69,,,,19432679223.85,-11548925425.0,353070898.0,17224930000.0,,20489693288.5,,13177629621.45,567730207.58,,136886051.88,13882245880.91,6607447407.59,28318971.56,-2494800182.29,21509674004.17,19014873821.88,2580957035.99,,,,25760940.58,37648064.04,11099694.11,,,-602086.88,,-150026285.65,-81464588.79,114225533.1,,,-2815578108.3,3236968533.65,,2418358863.56,,,,-2494800182.29,,,-39846787.37,113499027.59,,19014873821.88,21509674004.17,,,1
601059.SH,20231028,20231028,20230930,1,4,3,0.34,0.34,2738652339.89,2738652339.89,1081004676.14,,,1424566525.45,983411079.58,6759511.75,,,,,620305557.51,119587665.24,161484451.35,10083482.07,256845966.88,706990653.23,25360633.41,-3433796.64,1499171578.1,,753653911.6,,15360047.64,,1522545776.3,,,,,,,,1499171578.1,,,,3323970.32,1239480761.79,195253.86,4222204.4,,1235453811.25,101498898.55,1133954912.7,1086401932.28,47552980.42,109042414.0,1242997326.7,1189904433.44,53092893.26,,,,,,,,,,,,,,,,,,,,,,,1133954912.7,1,601059.SH,20231028,20231028,1,4,3,3243000000.0,4016100938.11,6656551587.32,1025249198.96,,18082068128.2,27526453922.83,,,,,,,,,,2581363955.13,,,,,230036755.37,,,,,449312795.73,,,248677938.01,,101777987.66,,,,,,119862470.16,,1005972.76,,337599608.54,,,,,,,9978117.8,,,,,2904138141.81,,,,15713628252.54,1748847998.54,,,72749611812.56,,308984361.02,,,12202763719.42,10681760.46,,,,8168582253.32,,920613979.92,79339834.8,,,,,,,,,19842480694.32,,,,,9638117480.16,,,6726245.1,101748.91,,,,,,,,692499593.72,,,,,,,,,,,,54886904056.08,,2305185428.39,,,552060505.77,17310647250.71,17862707756.48,72749611812.56,,64560097.93,,,10323695145.42,562780620.02,2735435746.41,122277710.03,,,,,,10452830.18,,,,,,,,,8768599743.15,0,601059.SH,20231028,20231028,4,1,3,,,,,,,,,,,,4132730320.24,,4609000000.0,,,8959242281.58,,1057435530.82,298267029.07,,,,960701468.35,,563015166.24,7428407952.36,1530834329.22,,6532751865.12,,16353665.5,,6549105530.62,,13739684031.52,,,,13739684031.52,-7190578500.9,,11023100000.0,,13752943422.71,,8551590000.0,411410834.93,,,8963000834.93,4789942587.78,-8147977.66,-877949561.56,21509674004.17,20631724442.61,,,,,,,,,,,,,,,,,,,,,,,,,,217511961.34,,,,,,,,0
601059.SH,20231028,20231028,20230930,1,4,3,0.34,0.34,2738652339.89,2738652339.89,1081004676.14,,,1424566525.45,983411079.58,6759511.75,,,,,620305557.51,119587665.24,161484451.35,10083482.07,256845966.88,706990653.23,25360633.41,-3433796.64,1499171578.1,,753653911.6,,15360047.64,,1522545776.3,,,,,,,,1499171578.1,,,,3323970.32,1239480761.79,195253.86,4222204.4,,1235453811.25,101498898.55,1133954912.7,1086401932.28,47552980.42,109042414.0,1242997326.7,1189904433.44,53092893.26,,,,,,,,,,,,,,,,,,,,,,,1133954912.7,0,601059.SH,20231028,20231028,1,4,3,3243000000.0,4016100938.11,6656551587.32,1025249198.96,,18082068128.2,27526453922.83,,,,,,,,,,2581363955.13,,,,,230036755.37,,,,,449312795.73,,,248677938.01,,101777987.66,,,,,,119862470.16,,1005972.76,,337599608.54,,,,,,,9978117.8,,,,,2904138141.81,,,,15713628252.54,1748847998.54,,,72749611812.56,,308984361.02,,,12202763719.42,10681760.46,,,,8168582253.32,,920613979.92,79339834.8,,,,,,,,,19842480694.32,,,,,9638117480.16,,,6726245.1,101748.91,,,,,,,,692499593.72,,,,,,,,,,,,54886904056.08,,2305185428.39,,,552060505.77,17310647250.71,17862707756.48,72749611812.56,,64560097.93,,,10323695145.42,562780620.02,2735435746.41,122277710.03,,,,,,10452830.18,,,,,,,,,8768599743.15,0,601059.SH,20231028,20231028,4,1,3,,,,,,,,,,,,4132730320.24,,4609000000.0,,,8959242281.58,,1057435530.82,298267029.07,,,,960701468.35,,563015166.24,7428407952.36,1530834329.22,,6532751865.12,,16353665.5,,6549105530.62,,13739684031.52,,,,13739684031.52,-7190578500.9,,11023100000.0,,13752943422.71,,8551590000.0,411410834.93,,,8963000834.93,4789942587.78,-8147977.66,-877949561.56,21509674004.17,20631724442.61,,,,,,,,,,,,,,,,,,,,,,,,,,217511961.34,,,,,,,,0
