date,predicted_price,model
2025-06-27,102.88119999999999,Random Forest
2025-06-28,102.36090000000007,Random Forest
2025-06-29,101.35280000000003,Random Forest
2025-06-30,101.03269999999996,Random Forest
2025-07-01,101.45750000000002,Random Forest
