date,predicted_price,model
2025-06-27,10.052882,XGBoost
2025-06-28,10.068583,XGBoost
2025-06-29,10.063115,XGBoost
2025-06-30,10.064731,XGBoost
2025-07-01,10.157395,XGBoost
