set_type,true,pred,residual
train,8.69,8.689465,0.0005354309082026276
train,8.57,8.5712805,-0.0012804794311520595
train,8.59,8.59027,-0.00027004241943373586
train,8.69,8.69024,-0.00023990631103565363
train,8.76,8.759621,0.00037933349609353684
train,8.64,8.640914,-0.0009139633178705253
train,8.72,8.719696,0.0003039550781256395
train,8.86,8.859561,0.0004390335083002128
train,9.1,9.100648,-0.0006479263305667615
train,9.56,9.560061,-6.145477294872137e-05
train,9.49,9.490251,-0.0002505874633786931
train,10.44,10.439664,0.00033611297607372137
train,10.04,10.039738,0.00026229858398352235
train,9.98,9.980114,-0.00011398315429644867
train,10.3,10.299973,2.7465820313210543e-05
train,9.91,9.910394,-0.00039371490478501414
train,9.89,9.889899,0.00010074615478572468
train,9.67,9.669991,9.460449218678946e-06
train,9.56,9.5599575,4.249572753955988e-05
train,9.57,9.570869,-0.0008694458007809658
train,9.66,9.65961,0.00039020538330092336
train,9.58,9.580366,-0.00036613464355461645
train,9.67,9.669885,0.0001153182983397727
train,9.79,9.78851,0.001489677429198366
train,9.83,9.830038,-3.8070678710866446e-05
train,9.97,9.97007,-6.988525390561051e-05
train,9.82,9.8204975,-0.0004975128173825283
train,9.65,9.650855,-0.0008550643920894885
train,9.71,9.708998,0.0010022735595711652
train,9.77,9.769676,0.0003237915039058237
train,9.69,9.690272,-0.00027233123779346613
train,9.65,9.6498785,0.00012149810791051152
train,9.59,9.590533,-0.0005332565307618609
train,9.41,9.411309,-0.0013092422485350141
train,9.38,9.3800745,-7.450103759687465e-05
train,9.44,9.440126,-0.00012641906738330988
train,9.51,9.508584,0.0014159774780271306
train,9.47,9.4703045,-0.000304489135741548
train,9.38,9.379765,0.0002354431152351566
train,9.26,9.260207,-0.0002071762084963069
train,9.4,9.399387,0.0006126403808597303
train,9.32,9.320708,-0.0007082748413083095
train,9.73,9.73006,-5.9623718261292424e-05
train,10.2,10.200134,-0.00013427734375071054
train,11.04,11.038141,0.0018587493896475848
train,10.65,10.65028,-0.00027999877929651973
train,10.67,10.669598,0.00040237426757805395
train,10.25,10.249945,5.53131103515625e-05
train,10.22,10.219984,1.594543457095199e-05
train,10.17,10.170421,-0.0004206466674805398
train,10.08,10.079249,0.0007506179809571023
train,10.05,10.050247,-0.00024719238281178946
train,9.97,9.970744,-0.0007441329956048293
train,10.05,10.048578,0.001421737670899148
train,10.04,10.040242,-0.0002421951293953839
train,9.88,9.880559,-0.0005589675903312497
train,9.86,9.8596115,0.00038848876953068157
train,9.76,9.760098,-9.845733642599441e-05
train,9.67,9.669584,0.00041572570800774145
train,9.66,9.660104,-0.00010379791259751414
train,9.59,9.591059,-0.0010587310791017046
train,9.76,9.759095,0.0009048080444333806
train,9.78,9.779986,1.3618469237641762e-05
train,9.76,9.7593565,0.0006435012817380681
train,9.67,9.67163,-0.0016299057006836648
train,9.66,9.660232,-0.00023159027099595164
train,9.71,9.709067,0.0009326553344735089
train,9.75,9.750144,-0.00014400482177734375
train,9.6,9.600513,-0.0005134582519534803
train,9.64,9.63899,0.001009597778320881
train,9.64,9.640079,-7.854461669865032e-05
train,9.66,9.659476,0.0005237197875977984
train,9.6,9.59977,0.00023040771484339473
train,9.49,9.490423,-0.00042320251464822434
train,9.38,9.380042,-4.207611083906215e-05
train,9.56,9.559907,9.304046630909113e-05
train,9.52,9.520125,-0.00012538909912152008
train,9.39,9.389946,5.4016113281818434e-05
test,9.43,9.380377,0.04962318420410128
test,9.58,9.553156,0.02684410095214851
test,9.69,9.657394,0.032605590820312
test,9.66,9.639963,0.02003684997558608
test,9.53,9.64383,-0.11383029937744205
test,9.55,9.531164,0.018835830688477273
test,9.64,9.642077,-0.0020774459838861503
test,9.53,9.641683,-0.11168262481689517
test,9.78,9.673034,0.10696628570556577
test,9.69,9.696592,-0.006592330932617685
test,9.6,9.647915,-0.04791488647460973
test,9.57,9.51888,0.05112010955810575
test,9.59,9.519274,0.07072624206542955
test,9.45,9.485336,-0.03533630371093821
test,9.29,9.423409,-0.1334094619750985
test,9.32,9.376867,-0.05686729431152315
test,9.28,9.2572565,0.022743492126464204
test,9.4,9.349548,0.050451660156250355
test,9.46,9.406928,0.05307193756103601
test,9.41,9.406241,0.0037585830688477984
