ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
600023.SH,20250627,5.32,5.34,5.29,5.3,5.31,-0.01,-0.1883,408681.33,216922.425
600023.SH,20250626,5.33,5.35,5.31,5.31,5.33,-0.02,-0.3752,332894.07,177404.951
600023.SH,20250625,5.31,5.33,5.29,5.33,5.31,0.02,0.3766,372263.15,197814.31
600023.SH,20250624,5.29,5.32,5.28,5.31,5.29,0.02,0.3781,336772.31,178719.42
600023.SH,20250623,5.29,5.3,5.25,5.29,5.29,0.0,0.0,341903.5,180291.053
600023.SH,20250620,5.3,5.33,5.29,5.29,5.3,-0.01,-0.1887,261530.89,138752.347
600023.SH,20250619,5.37,5.38,5.3,5.3,5.37,-0.07,-1.3035,490134.48,260841.039
600023.SH,20250618,5.39,5.43,5.36,5.37,5.39,-0.02,-0.3711,399567.42,215417.084
600023.SH,20250617,5.35,5.4,5.33,5.39,5.34,0.05,0.9363,499664.13,268402.934
600023.SH,20250616,5.37,5.38,5.33,5.34,5.38,-0.04,-0.7435,403966.58,215848.683
600023.SH,20250613,5.35,5.41,5.34,5.38,5.35,0.03,0.5607,548729.24,295264.947
600023.SH,20250612,5.36,5.37,5.33,5.35,5.36,-0.01,-0.1866,262540.52,140349.36
600023.SH,20250611,5.35,5.38,5.33,5.36,5.35,0.01,0.1869,295620.19,158471.386
600023.SH,20250610,5.35,5.4,5.33,5.35,5.36,-0.01,-0.1866,531959.88,285600.098
600023.SH,20250609,5.34,5.37,5.32,5.36,5.34,0.02,0.3745,383153.41,204736.275
600023.SH,20250606,5.33,5.35,5.31,5.34,5.33,0.01,0.1876,286105.35,152680.831
600023.SH,20250605,5.31,5.34,5.31,5.33,5.31,0.02,0.3766,244209.32,129935.686
600023.SH,20250604,5.31,5.32,5.3,5.31,5.31,0.0,0.0,271022.34,143880.426
600023.SH,20250603,5.34,5.34,5.28,5.31,5.35,-0.04,-0.7477,588389.43,312097.522
600023.SH,20250530,5.36,5.39,5.34,5.35,5.36,-0.01,-0.1866,335572.07,179711.535
600023.SH,20250529,5.33,5.37,5.32,5.36,5.32,0.04,0.7519,302413.51,161962.295
600023.SH,20250528,5.36,5.37,5.32,5.32,5.36,-0.04,-0.7463,387370.71,206877.019
600023.SH,20250527,5.39,5.41,5.34,5.36,5.4,-0.04,-0.7407,343326.81,184213.817
600023.SH,20250526,5.34,5.41,5.34,5.4,5.34,0.06,1.1236,442767.56,238192.121
600023.SH,20250523,5.4,5.42,5.33,5.34,5.41,-0.07,-1.2939,407067.63,218889.433
600023.SH,20250522,5.44,5.44,5.39,5.41,5.43,-0.02,-0.3683,362459.45,195984.269
600023.SH,20250521,5.41,5.51,5.4,5.43,5.41,0.02,0.3697,753351.16,411086.825
600023.SH,20250520,5.36,5.42,5.35,5.41,5.35,0.06,1.1215,474366.49,255639.134
600023.SH,20250519,5.33,5.37,5.32,5.35,5.33,0.02,0.3752,276978.16,148167.396
600023.SH,20250516,5.36,5.38,5.33,5.33,5.36,-0.03,-0.5597,401280.75,214599.647
600023.SH,20250515,5.34,5.42,5.33,5.36,5.34,0.02,0.3745,587959.53,316409.246
600023.SH,20250514,5.32,5.35,5.29,5.34,5.31,0.03,0.565,491593.15,261558.303
600023.SH,20250513,5.32,5.32,5.29,5.31,5.3,0.01,0.1887,362963.52,192636.798
600023.SH,20250512,5.31,5.33,5.28,5.3,5.31,-0.01,-0.1883,461238.65,244335.254
600023.SH,20250509,5.33,5.37,5.31,5.31,5.33,-0.02,-0.3752,501655.11,267563.903
600023.SH,20250508,5.3,5.34,5.29,5.33,5.32,0.01,0.188,401020.59,213552.473
600023.SH,20250507,5.34,5.35,5.3,5.32,5.31,0.01,0.1883,497085.53,264405.873
600023.SH,20250506,5.26,5.31,5.24,5.31,5.25,0.06,1.1429,676655.5,357323.938
600023.SH,20250430,5.31,5.32,5.24,5.25,5.32,-0.07,-1.3158,892433.84,470124.482
600023.SH,20250429,5.5,5.55,5.27,5.32,5.84,-0.52,-8.9041,2021579.02,1082498.958
600023.SH,20250428,5.88,5.89,5.71,5.84,5.81,0.03,0.5164,963181.45,561462.997
600023.SH,20250425,5.76,5.83,5.72,5.81,5.75,0.06,1.0435,638459.3,368971.177
600023.SH,20250424,5.66,5.77,5.65,5.75,5.65,0.1,1.7699,633698.48,363267.901
600023.SH,20250423,5.7,5.71,5.65,5.65,5.69,-0.04,-0.703,489834.89,277575.431
600023.SH,20250422,5.73,5.78,5.69,5.69,5.75,-0.06,-1.0435,397293.15,227768.756
600023.SH,20250421,5.6,5.78,5.59,5.75,5.6,0.15,2.6786,824547.93,471611.393
600023.SH,20250418,5.67,5.67,5.58,5.6,5.69,-0.09,-1.5817,475170.39,266585.651
600023.SH,20250417,5.65,5.71,5.61,5.69,5.69,0.0,0.0,448854.77,254637.857
600023.SH,20250416,5.67,5.74,5.62,5.69,5.69,0.0,0.0,586775.27,332429.874
600023.SH,20250415,5.65,5.69,5.57,5.69,5.65,0.04,0.708,538439.38,302790.506
600023.SH,20250414,5.56,5.66,5.51,5.65,5.54,0.11,1.9856,658069.46,368890.412
600023.SH,20250411,5.6,5.62,5.49,5.54,5.58,-0.04,-0.7168,580392.43,321434.399
600023.SH,20250410,5.63,5.66,5.56,5.58,5.61,-0.03,-0.5348,770857.36,431601.919
600023.SH,20250409,5.5,5.61,5.42,5.61,5.58,0.03,0.5376,1040467.49,574090.462
600023.SH,20250408,5.52,5.65,5.48,5.58,5.55,0.03,0.5405,1054853.91,586906.193
600023.SH,20250407,5.6,5.69,5.36,5.55,5.79,-0.24,-4.1451,1235449.86,684609.008
600023.SH,20250403,5.73,5.86,5.72,5.79,5.76,0.03,0.5208,701871.18,406142.127
600023.SH,20250402,5.82,5.83,5.72,5.76,5.85,-0.09,-1.5385,736619.36,424504.152
600023.SH,20250401,5.7,5.88,5.67,5.85,5.7,0.15,2.6316,853511.69,495419.65
600023.SH,20250331,5.63,5.8,5.62,5.7,5.61,0.09,1.6043,867717.22,496250.721
600023.SH,20250328,5.61,5.66,5.57,5.61,5.6,0.01,0.1786,509877.0,286643.28
600023.SH,20250327,5.75,5.77,5.59,5.6,5.75,-0.15,-2.6087,749273.36,422552.117
600023.SH,20250326,5.76,5.8,5.69,5.75,5.79,-0.04,-0.6908,961135.99,551547.278
600023.SH,20250325,5.65,5.9,5.6,5.79,5.64,0.15,2.6596,1328210.78,769495.779
600023.SH,20250324,5.63,5.68,5.6,5.64,5.64,0.0,0.0,438577.52,247318.905
600023.SH,20250321,5.61,5.71,5.59,5.64,5.61,0.03,0.5348,609668.23,344738.935
600023.SH,20250320,5.61,5.66,5.59,5.61,5.61,0.0,0.0,436287.34,245245.371
600023.SH,20250319,5.54,5.63,5.51,5.61,5.54,0.07,1.2635,588365.75,328568.651
600023.SH,20250318,5.58,5.6,5.52,5.54,5.57,-0.03,-0.5386,396493.26,219665.431
600023.SH,20250317,5.55,5.63,5.54,5.57,5.56,0.01,0.1799,468070.58,261514.139
600023.SH,20250314,5.54,5.61,5.53,5.56,5.58,-0.02,-0.3584,592192.98,329057.167
600023.SH,20250313,5.39,5.59,5.38,5.58,5.4,0.18,3.3333,1109935.87,612360.538
600023.SH,20250312,5.37,5.43,5.33,5.4,5.39,0.01,0.1855,390657.73,210155.119
600023.SH,20250311,5.33,5.39,5.31,5.39,5.35,0.04,0.7477,446840.54,239013.186
600023.SH,20250310,5.36,5.37,5.33,5.35,5.37,-0.02,-0.3724,338864.39,181203.712
600023.SH,20250307,5.44,5.44,5.36,5.37,5.45,-0.08,-1.4679,575639.62,310955.257
600023.SH,20250306,5.55,5.57,5.44,5.45,5.56,-0.11,-1.9784,995051.7,543521.158
600023.SH,20250305,5.51,5.62,5.47,5.56,5.51,0.05,0.9074,642546.54,357787.798
600023.SH,20250304,5.47,5.52,5.43,5.51,5.49,0.02,0.3643,509754.9,278654.29
600023.SH,20250303,5.56,5.63,5.42,5.49,5.49,0.0,0.0,1020521.47,563150.242
600023.SH,20250228,5.49,5.55,5.45,5.49,5.51,-0.02,-0.363,399689.56,219971.113
600023.SH,20250227,5.47,5.52,5.42,5.51,5.49,0.02,0.3643,415514.36,227267.226
600023.SH,20250226,5.48,5.51,5.43,5.49,5.46,0.03,0.5495,382061.4,209020.744
600023.SH,20250225,5.48,5.55,5.42,5.46,5.52,-0.06,-1.087,520297.32,285797.101
