set_type,true,pred,residual
train,19.44,19.441137,-0.0011373138427721585
train,19.08,19.08018,-0.0001792144775407678
train,20.05,20.049244,0.0007560729980475855
train,20.44,20.440304,-0.000303802490233096
train,20.53,20.5289,0.0010998535156261369
train,20.16,20.161722,-0.0017221832275389204
train,20.88,20.879536,0.00046432495117088024
train,20.95,20.95068,-0.0006797790527350855
train,21.28,21.27992,7.942199707144937e-05
train,20.95,20.94994,6.027221679616446e-05
train,22.96,22.960217,-0.00021652221679602235
train,23.42,23.419268,0.0007323455810563928
train,23.31,23.310734,-0.000733795166016904
train,23.64,23.640041,-4.1351318358806566e-05
train,23.09,23.090456,-0.0004560089111329546
train,23.13,23.130026,-2.586364746193226e-05
train,23.51,23.509733,0.0002667999267593757
train,24.1,24.099937,6.256103515767109e-05
train,22.87,22.87098,-0.0009793090820302552
train,24.19,24.188828,0.001172485351563779
train,23.78,23.779734,0.00026634216308707437
train,23.4,23.400188,-0.00018844604492329609
train,23.46,23.460161,-0.00016120910644445985
train,22.97,22.97038,-0.00038078308105582437
train,23.13,23.129927,7.331848144431774e-05
train,23.24,23.239412,0.0005876922607406243
train,23.97,23.969233,0.0007674407958973006
train,23.58,23.580063,-6.28662109392053e-05
train,23.54,23.539251,0.0007486724853507098
train,23.17,23.170923,-0.0009232330322248572
train,23.32,23.319868,0.00013191223144559672
train,22.91,22.909378,0.0006219482421876421
train,22.67,22.669882,0.0001181793212907678
train,22.09,22.090193,-0.0001927947998048296
train,21.71,21.71053,-0.0005293273925772723
train,21.58,21.580141,-0.0001410675048845178
train,21.49,21.490355,-0.0003545379638687507
train,21.6,21.598837,0.0011631011962904836
train,21.45,21.450195,-0.00019531250000071054
train,21.03,21.029623,0.00037696838379019937
train,20.92,20.920296,-0.0002957153320295447
train,20.95,20.949162,0.0008384704589836645
train,20.75,20.750563,-0.0005626678466796875
train,17.3,17.301355,-0.001355361938475852
train,17.62,17.61985,0.00014984130859474476
train,17.91,17.910278,-0.0002783203124998579
train,18.52,18.520267,-0.0002674865722660513
train,18.65,18.648832,0.0011676788330063914
train,18.69,18.690449,-0.000448760986326846
train,19.37,19.3697,0.00030052185058693226
train,19.59,19.589993,7.4768066404828915e-06
train,19.32,19.321224,-0.0012242126464840908
train,19.42,19.419771,0.0002288055419938928
train,19.48,19.479628,0.0003723907470707388
train,19.19,19.190569,-0.0005689239501940335
train,19.19,19.189297,0.000703277587891904
train,18.84,18.839273,0.0007265472412107954
train,18.69,18.690279,-0.0002790069580065335
train,18.39,18.39036,-0.00035987854003849407
train,19.43,19.430435,-0.0004351806640627842
train,19.92,19.919683,0.0003165435791032678
train,20.21,20.209755,0.00024505615234460265
train,20.06,20.061136,-0.0011362457275403415
train,20.32,20.318699,0.0013011169433596592
train,20.0,20.000845,-0.0008449554443359375
train,20.91,20.910196,-0.0001963043212889204
train,20.98,20.979635,0.0003647613525394888
train,20.82,20.819553,0.0004466247558596592
train,20.36,20.360077,-7.690429687556843e-05
train,20.45,20.449423,0.000577163696288352
train,20.28,20.280582,-0.0005824279785144881
train,20.28,20.27959,0.00040939331054801187
train,20.94,20.941114,-0.0011144256591784085
train,21.03,21.027933,0.0020668792724620744
train,20.75,20.751585,-0.0015850067138671875
train,20.34,20.33965,0.0003507995605467329
train,20.38,20.379831,0.00016868591308494274
train,19.79,19.789764,0.00023559570312414735
test,20.08,19.694855,0.3851452636718733
test,19.93,20.066427,-0.13642723083496122
test,19.67,19.744488,-0.07448776245117017
test,20.05,19.776546,0.27345352172851634
test,20.02,19.874716,0.14528419494628864
test,20.0,20.105955,-0.10595512390136719
test,21.65,21.36648,0.283520126342772
test,21.5,21.384699,0.11530113220214844
test,21.3,21.486734,-0.18673439025878835
test,21.49,21.477837,0.012163391113279687
test,22.0,21.804285,0.19571495056152344
test,22.53,21.722826,0.8071739959716808
test,22.78,23.018871,-0.23887130737304574
test,22.89,22.90363,-0.013629302978515057
test,22.53,23.19611,-0.6661097717285145
test,22.52,22.89648,-0.3764805603027348
test,23.23,23.22004,0.009960632324219176
test,24.26,23.82611,0.43388916015625156
test,24.94,23.875938,1.0640615844726575
test,24.93,24.08933,0.8406693267822263
