date,predicted_price,model
2025-06-27,28.311518,XGBoost
2025-06-28,28.539227,XGBoost
2025-06-29,28.434322,XGBoost
2025-06-30,28.634636,XGBoost
2025-07-01,28.579762,XGBoost
