date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,MA5,MA10,MA20,RSI,turnover_rate,volatility,MACD,Signal,Hist,revenue,net_profit,revenue_growth,net_profit_growth
2025-01-27,300433.SZ,26.82,26.83,25.6,26.01,26.51,-0.5,-1.8861,586894.28,1528992.478,25.526000000000003,24.975,23.3605,63.49734042553192,0.3838437980857091,0.0,0.9166711374397103,0.6021043025784782,0.31456683486123205,0,0,0.0,0.0
2025-02-05,300433.SZ,26.5,26.88,25.6,25.69,26.01,-0.32,-1.2303,770910.4,2011475.372,25.574,24.884,23.524,63.709139426284196,0.3832561962881443,0.05964560683304976,0.9346128508729556,0.6686060122373738,0.26600683863558183,0,0,0.0,0.0
2025-02-06,300433.SZ,25.41,27.48,25.36,27.13,25.69,1.44,5.6053,1023462.75,2751583.454,25.972,25.218,23.785500000000003,65.72148708254568,0.37195410101488424,0.060064382599944746,1.0528906850343525,0.7454629467967695,0.30742773823758296,0,0,0.0,0.0
2025-02-07,300433.SZ,27.13,28.88,27.0,27.48,27.13,0.35,1.2901,1098327.57,3057740.471,26.564,25.597,24.1085,64.72114137483786,0.35919581155322977,0.05877753620626603,1.1614799774965938,0.8286663529367344,0.3328136245598594,0,0,0.0,0.0
2025-02-10,300433.SZ,27.3,28.61,27.11,27.66,27.48,0.18,0.655,792648.22,2204086.335,26.794,26.012999999999998,24.4585,67.68820786142571,0.3596266658946461,0.058331995835566454,1.2476797937847124,0.91246904110633,0.3352107526783824,0,0,0.0,0.0
2025-02-11,300433.SZ,27.58,28.77,27.45,28.29,27.66,0.63,2.2777,628317.54,1771837.952,27.25,26.387999999999998,24.848,57.418788410886734,0.3546134336330098,0.058070177053566,1.3512530994943823,1.0002258527839405,0.35102724671044183,0,0,0.0,0.0
2025-02-12,300433.SZ,28.44,29.53,28.04,29.15,28.29,0.86,3.0399,620837.96,1797401.668,27.942,26.758,25.208000000000002,78.38983050847457,0.3454085812053447,0.0568208634190209,1.4856053692156976,1.097301756070292,0.3883036131454056,0,0,0.0,0.0
2025-02-13,300433.SZ,29.0,29.4,28.0,28.26,29.15,-0.89,-3.0532,496014.19,1414982.29,28.168,27.070000000000004,25.542,72.33626588465299,0.35054445098390596,0.057314012824839305,1.5029399922826485,1.1784294033127634,0.32451058896988516,0,0,0.0,0.0
2025-02-14,300433.SZ,28.09,28.96,27.6,28.08,28.26,-0.18,-0.6369,577699.05,1627917.15,28.288,27.426,25.839,72.40704500978472,0.35487005588705794,0.05744642235165575,1.4850347540327355,1.239750473456758,0.24528428057597762,0,0,0.0,0.0
2025-02-17,300433.SZ,27.77,28.9,27.77,28.38,28.08,0.3,1.0684,593077.19,1682027.766,28.432,27.613,26.111,70.25316455696202,0.352596551607698,0.05719881981957479,1.4780145844177603,1.2874032956489585,0.19061128876880185,0,0,0.0,0.0
2025-02-18,300433.SZ,28.05,28.6,27.45,27.65,28.38,-0.73,-2.5722,466102.93,1307059.897,28.303999999999995,27.776999999999997,26.375999999999998,61.827956989247305,0.3566041090158242,0.057198926944023676,1.3974373622474197,1.309410108968651,0.0880272532787687,0,0,0.0,0.0
2025-02-19,300433.SZ,27.51,29.15,27.3,28.93,27.65,1.28,4.6293,602022.93,1712128.551,28.26,28.101,26.4925,68.45180136319377,0.3516225050089712,0.04014101014147149,1.42049010998009,1.331626109170939,0.08886400080915102,0,0,0.0,0.0
2025-02-20,300433.SZ,29.1,29.5,28.68,29.08,28.93,0.15,0.5185,516741.77,1505720.052,28.424,28.296,26.756999999999998,73.26530612244898,0.34318581951115573,0.03057640005221763,1.4343292700557662,1.3521667413479044,0.08216252870786178,0,0,0.0,0.0
2025-02-21,300433.SZ,29.05,29.68,28.6,28.96,29.08,-0.12,-0.4127,496757.59,1442897.624,28.6,28.444,27.0205,65.44766708701135,0.34427777947467186,0.030574455357641375,1.4192536345588707,1.3655841199900975,0.05366951456877311,0,0,0.0,0.0
2025-02-24,300433.SZ,30.54,32.05,29.69,29.88,28.96,0.92,3.1768,1132995.93,3468599.871,28.9,28.666000000000004,27.339499999999997,73.17365269461078,0.3266435945733217,0.03059849366697771,1.4646587220235965,1.3853990403967973,0.0792596816267992,0,0,0.0,0.0
2025-02-25,300433.SZ,29.3,30.33,28.75,29.52,29.88,-0.36,-1.2048,705354.52,2079462.217,29.274,28.788999999999998,27.5885,72.82479141835519,0.3392004501132997,0.030110990128708954,1.4548232922934083,1.3992838907761196,0.055539401517288756,0,0,0.0,0.0
2025-02-26,300433.SZ,29.7,29.81,28.53,29.25,29.52,-0.27,-0.9146,619566.33,1815323.606,29.338,28.799,27.778499999999998,64.68144044321332,0.3412980076677304,0.02966968344547235,1.4089998269231074,1.4012270780055172,0.0077727489175902775,0,0,0.0,0.0
2025-02-27,300433.SZ,29.28,29.35,28.3,28.72,29.25,-0.53,-1.812,524810.18,1507857.429,29.266000000000002,28.845000000000006,27.9575,58.37837837837837,0.34805026649505605,0.029904661854867585,1.31476207112674,1.3839340766297619,-0.06917200550302183,0,0,0.0,0.0
2025-02-28,300433.SZ,28.59,28.64,26.68,26.81,28.72,-1.91,-6.6504,706457.8,1940240.308,28.836000000000002,28.717999999999996,28.072000000000003,45.34501642935377,0.3641084030092215,0.033491707416760844,1.073581355660906,1.3218635324359909,-0.2482821767750849,0,0,0.0,0.0
2025-03-03,300433.SZ,27.02,27.48,26.26,26.94,26.81,0.13,0.4849,465834.11,1258122.476,28.248,28.574,28.0935,42.178447276940915,0.3702613369415713,0.02830404198809571,0.8827579306587765,1.234042412080548,-0.3512844814217715,0,0,0.0,0.0
2025-03-04,300433.SZ,26.81,27.94,26.7,27.73,26.94,0.79,2.9324,444479.28,1225098.941,27.889999999999997,28.582,28.1795,41.70560747663553,0.36281092499940376,0.02855745092397726,0.7862124218319373,1.144476414030826,-0.3582639921988886,0,0,0.0,0.0
2025-03-05,300433.SZ,27.85,28.22,27.57,28.02,27.73,0.29,1.0458,260749.83,727468.66,27.644,28.491000000000003,28.296,48.49246231155777,0.35843445132055585,0.028343251402382176,0.7247455710777793,1.0605302454402166,-0.3357846743624373,0,0,0.0,0.0
2025-03-06,300433.SZ,28.06,28.77,27.98,28.56,28.02,0.54,1.9272,416422.9,1183435.968,27.612000000000002,28.439,28.367499999999996,52.88461538461539,0.3518761565982757,0.02592855269573286,0.7114054963150878,0.9907052956151908,-0.27929979930010307,0,0,0.0,0.0
2025-03-07,300433.SZ,28.5,29.99,28.11,29.02,28.56,0.46,1.6106,630051.72,1820052.979,28.054000000000002,28.445,28.444499999999998,53.77358490566038,0.3461721868921487,0.026003462518463378,0.7295418423407263,0.9384726049602979,-0.20893076261957166,0,0,0.0,0.0
