ts_code,date,open,high,low,close,pre_close,change,pct_chg,vol,amount,MA5,MA10,MA20,RSI,turnover_rate,volatility,MACD,Signal,Hist,revenue,net_profit,revenue_growth,net_profit_growth
001289.SZ,1970-01-01 00:00:00.020240718,17.07,17.42,17.01,17.42,17.18,0.24,1.397,50271.4,86573.172,17.410000000000004,17.406,17.247999999999998,52.380952380952436,0.5806810451625822,0.011966028329339538,0.33015203349959066,0.3720332971650624,-0.041881263665471735,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240717,17.26,17.28,17.09,17.18,17.32,-0.14,-0.8083,38207.24,65610.938,17.378,17.383000000000003,17.2525,58.36734693877554,0.5823303425413611,0.01238637470313564,0.29318113743549645,0.35626286521914924,-0.06308172778365279,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240716,17.17,17.37,17.17,17.32,17.26,0.06,0.3476,39400.27,68034.745,17.408,17.394,17.2635,60.61776061776066,0.5791198306100802,0.012509255323346355,0.2720423312606606,0.33941875842745156,-0.06737642716679099,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240715,17.18,17.3,17.01,17.26,17.24,0.02,0.116,30939.69,53124.082,17.360000000000003,17.37,17.272,52.42290748898686,0.5824042286509534,0.012541517157416903,0.24759406623751445,0.32105381998946414,-0.07345975375194969,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240712,17.28,17.46,17.22,17.24,17.31,-0.07,-0.4044,40602.33,70368.826,17.284,17.351999999999997,17.2755,49.30875576036864,0.5769931418210672,0.0125087022935978,0.22402241624801533,0.3016475392411744,-0.07762512299315905,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240711,17.29,17.36,17.11,17.31,17.12,0.19,1.1098,56464.84,97476.725,17.262,17.336,17.281,47.61904761904758,0.5792648450181311,0.012533670542847515,0.2085856828801944,0.2830351679689784,-0.07444948508878396,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240710,17.57,17.64,17.05,17.12,17.66,-0.54,-3.0578,72225.89,124418.1,17.25,17.314,17.2725,47.846889952153106,0.5805095078609944,0.012726864321319217,0.17895763613469384,0.2622196616021215,-0.08326202546742767,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240709,17.6,17.69,17.18,17.66,17.61,0.05,0.2839,59496.75,103759.709,17.318,17.363,17.317,53.418803418803435,0.5734089905745592,0.012627052889478805,0.19678229881403198,0.24913218904450363,-0.05234989023047165,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240708,17.89,17.93,17.57,17.61,17.87,-0.26,-1.455,52194.72,92330.13,17.387999999999998,17.374000000000002,17.359,54.11255411255407,0.5653053883927164,0.012674273870682366,0.20451635306349658,0.24020902184830223,-0.03569266878480565,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240705,18.06,18.2,17.76,17.87,18.13,-0.26,-1.4341,46435.8,83391.278,17.514,17.399,17.395,57.93650793650798,0.5568424074277888,0.012125122491428454,0.22898586732659965,0.2379643909439617,-0.008978523617362066,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240704,18.26,18.38,18.09,18.13,18.31,-0.18,-0.9831,58328.71,106223.1,17.677999999999997,17.470000000000002,17.438,64.90566037735849,0.5491151171449524,0.012399261546330406,0.266288354372314,0.2436291836296322,0.02265917074268181,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240703,18.25,18.44,18.09,18.31,18.35,-0.04,-0.218,79641.35,145323.01,17.916,17.583000000000002,17.482999999999997,71.42857142857137,0.5480298680848958,0.01244916599423078,0.30683829887397707,0.2562710066785012,0.050567292195475844,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240702,18.16,18.44,17.8,18.35,17.86,0.49,2.7436,128668.43,234251.673,18.054,17.686,17.54,67.93248945147678,0.5492743268476037,0.012002445055510593,0.33830234885249766,0.27267727511330053,0.06562507373919713,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240701,17.25,17.92,17.22,17.86,17.25,0.61,3.5362,92072.55,162822.425,18.104,17.746,17.558,54.37956204379559,0.5654783117251816,0.01329243673337289,0.32001005354960554,0.28214383080056155,0.037866222749044,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240628,16.92,17.36,16.87,17.25,16.97,0.28,1.65,57587.14,99015.089,17.98,17.747,17.549500000000002,47.301587301587276,0.5815996388186855,0.015430978006524529,0.25337067627754095,0.27638919989595745,-0.023018523618416498,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240627,17.21,17.4,16.93,16.97,17.31,-0.34,-1.9642,47931.69,82078.327,17.748,17.713,17.5245,46.70846394984325,0.5839749876968131,0.015806031275726665,0.17593674050851504,0.256298708018469,-0.08036196750995395,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240626,17.11,17.32,17.01,17.31,17.15,0.16,0.9329,44637.34,76671.34,17.548000000000002,17.732,17.523,49.852507374631244,0.5821906855938608,0.01642890411608916,0.14038665703695585,0.23311629782216636,-0.09272964078521051,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240625,17.11,17.29,16.94,17.15,17.16,-0.01,-0.0583,47450.66,81224.273,17.308,17.681,17.522,48.42406876790827,0.5841931019807343,0.016411687558847442,0.09817064682947674,0.20612716762362845,-0.10795652079415172,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240624,17.24,17.29,16.75,17.16,17.33,-0.17,-0.981,85518.76,145737.846,17.168,17.636,17.505,48.850574712643706,0.5867985725547227,0.01578426245069231,0.06477439214464908,0.17785661252783258,-0.1130822203831835,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240621,17.71,17.75,17.26,17.33,17.75,-0.42,-2.3662,79204.79,138226.756,17.183999999999997,17.582,17.4905,50.27932960893853,0.5730062130663038,0.01587721158946986,0.0514323191904964,0.15257175386036534,-0.10113943466986894,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240620,17.7,17.84,17.65,17.75,17.77,-0.02,-0.1125,46097.81,81819.389,17.339999999999996,17.544,17.506999999999998,58.267716535433046,0.5634093649856026,0.016599489697024385,0.07389727833820814,0.1368368587559339,-0.06293958041772577,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240619,17.96,17.96,17.75,17.77,18.0,-0.23,-1.2778,62687.91,111705.152,17.432,17.49,17.5365,51.67173252279634,0.5611908571593904,0.01622826628883011,0.09225133717657741,0.1279197544400626,-0.035668417263485186,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240618,18.13,18.17,17.83,18.0,18.13,-0.13,-0.717,85887.0,153976.288,17.601999999999997,17.455,17.570500000000003,55.61959654178674,0.5577936779460484,0.01636160763004016,0.12392757886274808,0.1271213193245997,-0.003193740461851613,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240617,18.27,18.47,17.96,18.13,18.41,-0.28,-1.5209,83554.14,152019.646,17.796,17.482,17.614,53.89221556886224,0.5496272501516021,0.016346372796291576,0.1577032374047569,0.13323770294063114,0.02446553446412575,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240614,18.66,18.86,18.36,18.41,18.71,-0.3,-1.6034,107283.12,199188.917,18.012,17.598000000000003,17.6725,54.16666666666668,0.5385998458940364,0.01656612340552625,0.20470464238890074,0.14753109083028507,0.05717355155861567,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240613,18.61,18.93,18.56,18.71,18.66,0.05,0.268,82943.88,155373.812,18.204,17.772,17.7425,55.74712643678163,0.5338343632838203,0.016815082834994444,0.2631279124774579,0.17065045515971966,0.09247745731773827,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240612,18.65,18.73,18.47,18.66,18.74,-0.08,-0.4269,63734.0,118555.841,18.381999999999998,17.907,17.819499999999998,54.44126074498565,0.5375863345273726,0.016525037360825102,0.30191391710550164,0.19690314754887606,0.10501076955662558,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240611,18.8,19.05,18.6,18.74,18.93,-0.19,-1.0037,73689.95,138144.448,18.529999999999998,18.066,17.8735,64.28571428571426,0.5334267939598991,0.015247366060950611,0.3352429644111723,0.2245711109213353,0.11067185348983699,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240607,18.39,18.98,18.29,18.93,18.34,0.59,3.217,103277.71,193129.46,18.689999999999998,18.243000000000002,17.939500000000002,81.578947368421,0.5347589642719449,0.01525837516711322,0.3726917283753153,0.2541952344121313,0.11849649396318396,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240606,18.42,18.59,18.17,18.34,18.45,-0.11,-0.5962,69110.44,127083.1,18.676,18.344,17.963,73.06397306397307,0.5438208542284536,0.016880876219785804,0.35071920181303184,0.2735000278923114,0.07721917392072042,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240605,18.72,18.75,18.4,18.45,18.74,-0.29,-1.5475,43575.56,80787.085,18.624,18.413999999999998,17.979000000000003,70.80291970802918,0.5393877003979038,0.016637773584732018,0.3382823881039698,0.2864564999346431,0.051825888169326706,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240604,18.33,18.76,18.17,18.74,18.34,0.4,2.181,72799.71,134860.081,18.639999999999997,18.511000000000003,18.0005,77.70034843205573,0.5398165970254757,0.016850171980580857,0.3478172789233227,0.29872865573237906,0.04908862319094365,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240603,18.39,18.48,18.08,18.34,18.47,-0.13,-0.7038,83802.87,152721.737,18.56,18.544999999999998,18.0,68.09815950920246,0.5487291570027127,0.01759011498188355,0.3194150733951986,0.302865939264943,0.016549134130255605,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240531,18.69,18.74,18.41,18.47,18.68,-0.21,-1.1242,69032.18,127926.912,18.468,18.579,18.030499999999996,67.70186335403727,0.5396220304293752,0.01646489856616201,0.30389294572051284,0.30307134055605695,0.0008216051644558964,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240530,19.13,19.13,18.65,18.68,18.9,-0.22,-1.164,89945.39,169589.286,18.536,18.605999999999998,18.101999999999997,65.44850498338872,0.5303718891770085,0.014225708930641186,0.30502070385891855,0.3034612132166293,0.001559490642289274,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240529,18.82,19.13,18.62,18.9,19.0,-0.1,-0.5263,100452.83,189719.054,18.625999999999998,18.625,18.198500000000003,67.601246105919,0.5294820308349207,0.013479269510606956,0.3199781131826356,0.30676459320983057,0.01321351997280501,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240528,18.41,19.29,18.38,19.0,18.5,0.5,2.7027,187452.59,355504.404,18.678,18.659,18.282999999999998,66.23376623376625,0.5272862667546588,0.013037678583089598,0.33602761492420896,0.3126171975527063,0.02341041737150268,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240527,18.46,18.8,18.4,18.5,18.35,0.15,0.8174,111780.98,207676.06,18.71,18.634999999999998,18.3505,55.36231884057972,0.5382468253683164,0.014481086916337366,0.30488659646049143,0.3110710773342633,-0.00618448087377188,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240524,17.99,18.73,17.99,18.35,17.95,0.4,2.2284,105984.18,195278.204,18.686,18.576999999999998,18.41,49.09638554216869,0.542734303312212,0.014714272373436995,0.2650480595278282,0.30186647377297626,-0.03681841424514809,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240523,18.32,18.34,17.93,17.95,18.35,-0.4,-2.1798,46891.95,84715.048,18.54,18.538,18.441,38.88888888888886,0.5535256262854269,0.015660807768319535,0.19890620797628245,0.2812744206136375,-0.08236821263735505,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240522,18.23,18.4,18.17,18.35,18.24,0.11,0.6031,36050.21,66018.708,18.43,18.528,18.471,45.88859416445625,0.5460605196939026,0.015519623862054912,0.17672776350739028,0.26036508919238804,-0.08363732568499777,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240521,18.49,18.49,18.16,18.24,18.48,-0.24,-1.2987,48724.93,89105.546,18.278,18.477999999999998,18.4945,43.42105263157895,0.546822641095763,0.015616760406744947,0.14856256896900177,0.2380045851477108,-0.08944201617870903,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240520,18.18,18.65,18.13,18.48,18.16,0.32,1.7621,104715.64,193188.85,18.274,18.492,18.518499999999996,44.15584415584417,0.5420377004159401,0.015625169124467483,0.14394809952759857,0.21919328802368837,-0.0752451884960898,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240517,17.89,18.18,17.89,18.16,17.88,0.28,1.566,68306.41,123462.226,18.236,18.461,18.52,47.48603351955308,0.5532575607376462,0.016102799756790742,0.11316527475695537,0.19798768537034178,-0.08482241061338641,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240516,18.0,18.1,17.81,17.88,18.04,-0.16,-0.8869,79126.23,141649.272,18.222,18.381,18.4935,42.400000000000006,0.5586066831321237,0.01604442015761419,0.0654218619052287,0.17147452067731916,-0.10605265877209047,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240515,18.42,18.5,18.02,18.04,18.4,-0.36,-1.9565,65367.68,118926.159,18.16,18.294999999999998,18.46,40.33149171270722,0.54964929961288,0.015699884549769488,0.04003403859512744,0.14518642426088083,-0.10515238566575338,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240514,18.48,18.58,18.18,18.4,18.55,-0.15,-0.8086,91799.13,168667.259,18.192,18.235,18.447,50.837988826815625,0.5442617052311262,0.01642500608433675,0.04840501419439036,0.12583014224758274,-0.07742512805319238,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240513,18.64,18.77,18.31,18.55,18.57,-0.02,-0.1077,110471.39,205280.887,18.206,18.240000000000002,18.4375,51.11111111111113,0.538147470105193,0.01650771936426599,0.06637765873290746,0.1139396455446477,-0.04756198681174023,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240510,18.42,18.68,18.36,18.57,18.37,0.2,1.0887,102518.92,189984.529,18.288,18.262,18.4195,48.38709677419356,0.5396172021986063,0.01632721870353663,0.08129779153393812,0.1074112747425058,-0.02611348320856767,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240509,18.16,18.38,18.11,18.37,18.2,0.17,0.9341,66522.96,121723.521,18.386000000000003,18.304,18.421,42.182890855457295,0.5465086735373027,0.014907989494639529,0.0761064677565777,0.10115031334532018,-0.02504384558874248,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240508,18.44,18.55,18.18,18.2,18.44,-0.24,-1.3015,71459.78,131033.83,18.418,18.288999999999998,18.4085,38.439306358381536,0.545353669353937,0.014985035045795226,0.057610627557718175,0.09244237618779978,-0.03483174863008161,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240507,18.5,18.69,18.32,18.44,18.48,-0.04,-0.2165,65323.32,120460.753,18.426000000000002,18.308999999999997,18.3935,49.06250000000002,0.5422788615641478,0.014850260645634427,0.061608352443997205,0.08627557143903927,-0.024667218995042067,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240506,18.36,18.51,18.25,18.48,18.25,0.23,1.2603,76137.7,140437.862,18.412,18.309,18.4005,52.103559870550136,0.5421451089877742,0.014038535510020973,0.0672292667857306,0.08246631050837755,-0.015237043722646948,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240430,18.26,18.42,18.17,18.25,18.19,0.06,0.3299,58583.45,106974.971,18.348000000000003,18.318,18.3895,55.13698630136986,0.5476369794949512,0.014232340016488251,0.05251939321546217,0.07647692704979447,-0.0239575338343323,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240429,17.9,18.24,17.72,18.19,17.93,0.26,1.4501,76550.3,138150.147,18.312,18.349,18.365000000000002,46.89922480620155,0.5541094357286497,0.013963661868576586,0.035609727105246236,0.06830348706088482,-0.032693759955638585,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240426,17.96,18.04,17.51,17.93,18.04,-0.11,-0.6098,82043.53,145469.554,18.258000000000003,18.338,18.316499999999998,44.322344322344364,0.5639910740360145,0.013901709972147349,0.0012148636045878902,0.05488576236962544,-0.05367089876503755,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240425,17.93,18.06,17.83,18.04,18.01,0.03,0.1666,25201.7,45278.788,18.178,18.302,18.2685,41.53846153846153,0.5565895447554824,0.013927984588865266,-0.016971594848687488,0.040514290925962856,-0.057485885774650344,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240424,17.79,18.12,17.79,18.01,17.82,0.19,1.0662,42153.83,75766.077,18.083999999999996,18.247999999999998,18.244000000000003,46.753246753246785,0.5563681223722327,0.012750123432628038,-0.033419998538875006,0.025727433032995288,-0.059147431571870294,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240423,18.0,18.01,17.77,17.82,17.95,-0.13,-0.7242,29351.91,52423.778,17.997999999999998,18.173000000000002,18.2175,48.64864864864868,0.5598968849593404,0.012830537100683435,-0.06108276497946363,0.008365393430503503,-0.06944815840996714,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240422,17.78,18.06,17.66,17.95,17.84,0.11,0.6166,46245.55,82796.16,17.95,18.131,18.2175,47.945205479452056,0.5585470388964899,0.012018010467649179,-0.07168940233343335,-0.007645565722283868,-0.06404383661114949,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240419,18.2,18.28,17.75,17.84,18.32,-0.48,-2.6201,88910.91,160139.933,17.932,18.095000000000002,18.192,35.56701030927839,0.555207613331523,0.010879046223473205,-0.08795740137334107,-0.02370793285249531,-0.06424946852084576,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240418,18.6,18.72,18.31,18.32,18.62,-0.3,-1.6112,82295.99,151741.366,17.988,18.083000000000002,18.195999999999998,44.933920704845804,0.5423438062367252,0.012505910242524348,-0.06141002282770458,-0.031248350847537167,-0.030161671980167414,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240417,18.16,18.62,18.01,18.62,18.07,0.55,3.0437,77498.43,142706.921,18.110000000000003,18.097,18.203,50.980392156862756,0.5430600664420473,0.01269932420689333,-0.01597934137083712,-0.02819454895219716,0.012215207581360042,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240416,18.33,18.54,17.97,18.07,18.34,-0.27,-1.4722,59813.97,109015.097,18.16,18.079,18.198500000000003,44.82758620689654,0.5486760242024094,0.013842086071448463,-0.024078045740861143,-0.02737124830992996,0.0032932025690688184,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240415,18.06,18.58,17.98,18.34,18.06,0.28,1.5504,70069.51,128572.121,18.238,18.094,18.2215,52.33333333333334,0.5449821427461712,0.013744778080553003,-0.00861032927018357,-0.023619064501980685,0.015008735231797115,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240412,18.32,18.44,18.05,18.06,18.42,-0.36,-1.9544,42749.69,77858.964,18.282,18.107,18.2225,43.74999999999996,0.5490657440548528,0.014103096798450463,-0.018729806915434466,-0.022641212984671442,0.0039114060692369765,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240411,18.21,18.59,17.92,18.42,18.21,0.21,1.1532,60136.8,110600.014,18.302,18.145,18.2235,49.107142857142875,0.5437323000700525,0.014101464135586305,0.0022732212190881285,-0.017658326143919528,0.019931547363007656,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240410,18.3,18.49,18.18,18.21,18.37,-0.16,-0.871,56269.3,103189.679,18.22,18.165,18.2065,49.40119760479043,0.5452996902917006,0.014194873673386841,0.0019505427350914317,-0.013736552368117336,0.015687095103208766,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240409,18.6,18.62,18.3,18.37,18.6,-0.23,-1.2366,53050.19,97574.14,18.28,18.22,18.1965,52.61627906976743,0.5436910845435071,0.01435313916598985,0.01443903631332688,-0.008101434631828493,0.022540470945155374,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240408,18.29,18.64,18.07,18.6,18.31,0.29,1.5838,62514.46,115345.066,18.332,18.285,18.208000000000002,59.824046920821125,0.5419777556848422,0.014415889655095198,0.042406499529171526,0.002000152200371511,0.04040634732880002,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240403,18.32,18.44,18.21,18.31,18.44,-0.13,-0.705,39138.36,71683.278,18.381999999999998,18.332,18.213500000000003,53.76044568245124,0.5459900982764767,0.014713262929721601,0.040701161598232005,0.00974035407994361,0.030960807518288395,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240402,18.52,18.75,18.36,18.44,18.58,-0.14,-0.7535,52543.28,97346.829,18.386000000000003,18.344,18.213500000000003,55.826558265582634,0.5397533801537593,0.014496292849436355,0.04927161009566561,0.01764660528308801,0.0316250048125776,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240401,18.71,18.82,18.5,18.58,18.73,-0.15,-0.8009,60341.8,112175.663,18.46,18.34,18.2185,60.43956043956039,0.5379223833961204,0.014587467249562225,0.06659294028487395,0.027435872283445198,0.03915706800142875,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240329,18.43,18.79,18.38,18.73,18.48,0.25,1.3528,55435.62,103548.952,18.532,18.406,18.2425,60.65573770491802,0.5353566494811073,0.014358361116649029,0.09137070108513612,0.040222838043783384,0.051147863041352735,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240328,18.2,18.59,17.9,18.48,18.2,0.28,1.5385,68997.51,126078.295,18.508000000000003,18.419999999999998,18.256999999999998,58.42105263157893,0.547259224912583,0.014703175428598118,0.08979919514704804,0.05013810946443632,0.039661085682611716,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240327,18.36,18.48,18.09,18.2,18.4,-0.2,-1.087,54438.92,99362.377,18.486,18.434,18.2705,48.33333333333332,0.5478826256340465,0.014750991943653058,0.06520842331353904,0.05315217223425687,0.012056251079282175,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240326,18.36,18.53,18.15,18.4,18.39,0.01,0.0544,65892.53,120966.45,18.478,18.432000000000002,18.288500000000003,46.85714285714283,0.5447173989151538,0.014881856584511527,0.06115344910422493,0.054752427608250484,0.006401021495974449,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240325,18.6,18.79,18.38,18.39,18.65,-0.26,-1.3941,66399.54,123559.767,18.44,18.45,18.307499999999997,55.4054054054054,0.5373880318178327,0.014873044664064628,0.05648184880799079,0.05509831184819855,0.0013835369597922365,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240322,18.76,18.85,18.55,18.65,18.86,-0.21,-1.1135,53634.83,100096.463,18.424,18.478,18.348999999999997,55.25423728813557,0.5358314209364221,0.014875424884603547,0.07291883605387284,0.05866241668933341,0.014256419364539426,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240321,19.01,19.07,18.65,18.86,18.97,-0.11,-0.5799,84058.47,158154.314,18.5,18.503999999999998,18.3945,63.88888888888887,0.5314965357189055,0.014970434828351697,0.10171797037980213,0.06727352742742715,0.034444442952374976,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240320,18.92,18.99,18.78,18.97,18.97,0.0,0.0,73679.92,139006.43,18.654,18.57,18.451,60.45627376425849,0.5300468474731709,0.014842508320120826,0.13189714433453403,0.08019825080884853,0.051698893525685505,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240319,19.21,19.33,18.93,18.97,19.29,-0.32,-1.6589,65944.77,125656.879,18.768,18.622999999999998,18.4835,65.70247933884292,0.5248003175377292,0.013758682518867622,0.1540386949334298,0.0949663396337648,0.05907235529966501,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240318,19.05,19.34,19.02,19.29,19.05,0.24,1.2598,59870.8,114848.017,18.948,18.694,18.517000000000003,67.82945736434104,0.5213046038052185,0.013786528731555628,0.19515770244045072,0.115004612195102,0.08015309024534872,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240315,18.96,19.23,18.91,19.05,19.01,0.04,0.2104,42302.39,80615.697,19.028,18.726,18.566,58.68725868725868,0.5247413540318333,0.012172849166179027,0.20600413051642974,0.13320451585936754,0.0727996146570622,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240314,19.33,19.5,18.95,19.01,19.38,-0.37,-1.9092,59420.66,113855.205,19.058,18.779,18.5995,64.95726495726504,0.5218967371759596,0.011864449329320874,0.2089635356412991,0.14835631981575387,0.060607215825545235,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240313,19.33,19.44,19.13,19.38,19.43,-0.05,-0.2573,47820.49,92220.993,19.139999999999997,18.897,18.6655,68.2170542635659,0.5185423453421283,0.011766570799629526,0.23841647657227583,0.16636835116705828,0.07204812540521754,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240312,20.1,20.18,19.31,19.43,20.08,-0.65,-3.2371,73982.93,144942.678,19.232,19.0,18.716,67.06827309236954,0.5104288883085214,0.011120766528170121,0.2627637496484283,0.1856474308633323,0.077116318785096,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240311,20.22,20.74,19.9,20.08,19.9,0.18,0.9045,72371.34,145833.807,19.39,19.169,18.8095,72.57525083612043,0.49625900529360795,0.012551559771750194,0.33069664166366763,0.21465727302339938,0.11603936864026826,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240308,19.51,19.95,19.46,19.9,19.56,0.34,1.7382,46560.11,91992.639,19.560000000000002,19.294,18.886,74.31506849315073,0.5061286479671488,0.012890793173079729,0.36579282040308314,0.24488438249933614,0.120908437903747,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240307,19.7,19.79,19.42,19.56,19.6,-0.04,-0.2041,54034.02,105979.821,19.669999999999998,19.364,18.933999999999997,72.81879194630879,0.5098519651207941,0.0135541351101512,0.36199874026555534,0.26830725405258,0.09369148621297535,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240306,18.76,19.89,18.72,19.6,18.83,0.77,4.0892,76734.81,148900.565,19.714000000000002,19.427,18.9985,71.27659574468095,0.5153426382230316,0.012864034839533632,0.3580917117787088,0.2862641455978058,0.07182756618090302,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240305,18.83,18.99,18.62,18.83,18.88,-0.05,-0.2648,43412.38,81598.538,19.594,19.413,19.017999999999997,56.14525139664801,0.5320239928808528,0.015982155643489745,0.2895253309211654,0.2869163826624777,0.002608948258687682,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240304,18.6,18.88,18.41,18.88,18.69,0.19,1.0166,36127.11,67384.747,19.354,19.371999999999996,19.032999999999998,53.412462908011875,0.5361318637881062,0.015915712293994237,0.23649440197669946,0.2768319865253221,-0.04033758454862263,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240301,19.06,19.14,18.5,18.69,19.16,-0.47,-2.453,57415.72,107455.019,19.112000000000002,19.336000000000002,19.031,47.4626865671642,0.5343232967089234,0.016003261018902405,0.1770941653167668,0.2568844222836111,-0.07979025696684428,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240229,19.03,19.33,18.92,19.16,19.13,0.03,0.1568,45453.84,86688.348,19.032,19.351,19.065,52.56064690026956,0.524336211828607,0.01661474670710355,0.1660302287277382,0.23871358357243652,-0.07268335484469832,,,0.0,0.0
001289.SZ,1970-01-01 00:00:00.020240228,19.3,19.57,19.0,19.13,19.28,-0.15,-0.778,47126.07,90897.942,18.938,19.326,19.1115,52.139037433155075,0.5184503517142336,0.016150430490970553,0.15307665756849786,0.2215861983716488,-0.06850954080315094,,,0.0,0.0
