date,predicted_price,model
2025-06-27,16.99489999999999,Random Forest
2025-06-28,16.979899999999983,Random Forest
2025-06-29,16.947799999999994,Random Forest
2025-06-30,16.8404,Random Forest
2025-07-01,16.578400000000006,Random Forest
