date,predicted_price,model
2025-06-27,6.2002163,XGBoost
2025-06-28,6.191669,XGBoost
2025-06-29,6.147391,XGBoost
2025-06-30,6.175936,XGBoost
2025-07-01,6.1732755,XGBoost
