set_type,true,pred,residual
train,127.2,127.1999,0.00010223388672159217
train,125.01,125.01121,-0.001207580566401134
train,125.9,125.900215,-0.00021514892577556566
train,127.63,127.629845,0.00015533447265170253
train,127.53,127.52922,0.0007794189453136369
train,126.26,126.260826,-0.0008261108398386341
train,127.7,127.699524,0.00047607421875284217
train,131.51,131.50989,0.00011230468749090505
train,131.23,131.23093,-0.0009265136718852318
train,131.55,131.54955,0.0004547119140738687
train,130.2,130.19994,6.408691405113132e-05
train,131.11,131.10991,9.094238282614242e-05
train,130.5,130.50055,-0.00054931640625
train,131.12,131.11955,0.0004473876953170475
train,131.9,131.9002,-0.00020751953124431566
train,128.75,128.75064,-0.000640869140625
train,129.8,129.7993,0.0006988525390738687
train,132.75,132.74959,0.0004119873046875
train,131.58,131.58044,-0.00044433593748749445
train,130.84,130.84055,-0.0005456542968715894
train,129.75,129.74895,0.0010528564453125
train,128.61,128.61078,-0.0007788085937363576
train,131.68,131.68022,-0.0002215576171806788
train,134.8,134.79958,0.0004241943359488687
train,132.69,132.69055,-0.0005517578125022737
train,135.2,135.19907,0.0009338378906136313
train,132.97,132.97026,-0.00026062011718863687
train,132.39,132.39012,-0.00012145996095114242
train,140.8,140.79881,0.0011871337890738687
train,139.84,139.83995,4.9438476565910605e-05
train,139.55,139.54953,0.0004699707031363687
train,138.92,138.91995,4.760742186249445e-05
train,135.99,135.99011,-0.00011230468749090505
train,134.6,134.59929,0.0007110595703068157
train,134.31,134.31049,-0.00048583984374772626
train,133.56,133.56076,-0.0007604980468727263
train,133.35,133.34904,0.0009552001953068157
train,133.9,133.9006,-0.0006042480468693157
train,133.23,133.22964,0.0003552246093647682
train,131.35,131.34991,8.544921874431566e-05
train,131.79,131.78981,0.00018981933592954192
train,131.15,131.15067,-0.0006652832031193157
train,132.0,131.9999,0.0001068115234375
train,126.78,126.78002,-2.166748046761313e-05
train,130.76,130.75998,2.0751953115905053e-05
train,132.25,132.25005,-4.57763671875e-05
train,133.15,133.14912,0.0008758544921931843
train,131.6,131.6002,-0.00020446777344318434
train,131.04,131.04073,-0.0007257080078204581
train,131.35,131.34952,0.00048217773436931566
train,132.3,132.29842,0.0015838623046988687
train,132.53,132.53096,-0.0009600830078113631
train,131.75,131.7492,0.00079345703125
train,130.34,130.34026,-0.0002557373046840894
train,130.1,130.10043,-0.00043334960938068434
train,129.97,129.96983,0.00016662597656136313
train,129.06,129.06038,-0.00037902832031022626
train,129.05,129.05017,-0.00017089843748863132
train,130.85,130.84935,0.0006500244140568157
train,129.55,129.5496,0.0003936767578238687
train,128.7,128.70038,-0.0003784179687613687
train,129.49,129.48962,0.00037597656250909495
train,129.99,129.99132,-0.001317749023428405
train,131.8,131.80019,-0.00018615722655113132
train,131.58,131.57954,0.00045593261720000555
train,132.97,132.9691,0.0008990478515613631
train,132.99,132.99052,-0.000524291992178405
train,135.26,135.25992,8.178710936590505e-05
train,133.67,133.67,1.8310546749944479e-06
train,131.08,131.08163,-0.0016345214843624944
train,129.3,129.29976,0.00024108886719886868
train,129.13,129.13077,-0.0007678222656295475
train,129.26,129.25902,0.000982055664053405
train,129.09,129.09016,-0.0001641845703090894
train,128.15,128.15067,-0.0006652832031193157
train,126.41,126.40986,0.0001412963867153394
train,126.16,126.16024,-0.0002401733398471606
train,126.92,126.91975,0.0002536010742204553
test,127.32,126.821175,0.49882537841796193
test,126.44,126.578156,-0.13815551757812727
test,124.68,126.4941,-1.814102478027337
test,124.55,126.516014,-1.9660140991210966
test,125.03,126.52252,-1.4925219726562489
test,125.09,127.04439,-1.954387817382809
test,124.96,126.7816,-1.8216009521484438
test,124.39,126.768936,-2.378936157226562
test,124.7,126.76514,-2.065136718749997
test,122.5,126.96773,-4.4677276611328125
test,119.12,126.72234,-7.602343444824214
test,118.27,126.72069,-8.450687866210941
test,117.71,126.71203,-9.002028503417975
test,118.33,126.711914,-8.381914062500002
test,117.28,126.711464,-9.431463928222655
test,119.56,126.71991,-7.159909667968748
test,118.28,126.650894,-8.370894165039061
test,119.75,126.95856,-7.20855712890625
test,120.18,126.958855,-6.778854675292962
test,119.73,126.95995,-7.229953308105465
