date,predicted_price,model
2025-06-27,115.81957,XGBoost
2025-06-28,116.21059,XGBoost
2025-06-29,115.76056,XGBoost
2025-06-30,115.831665,XGBoost
2025-07-01,116.41326,XGBoost
