date,predicted_price,model
2025-06-27,20.604084,XGBoost
2025-06-28,20.49667,XGBoost
2025-06-29,20.545353,XGBoost
2025-06-30,20.594643,XGBoost
2025-07-01,20.569633,XGBoost
