ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000300.SH,20250217,3947.3983,3954.4147,3955.8959,3921.7017,3939.0085,8.3898,0.213,213588246.0,430929575.563
000300.SH,20250214,3939.0085,3900.8274,3942.0356,3900.8274,3905.1398,33.8687,0.8673,172976452.0,360974236.854
000300.SH,20250213,3905.1398,3913.9044,3939.1978,3904.9845,3919.8617,-14.7219,-0.3756,172485874.0,376473453.307
000300.SH,20250212,3919.8617,3875.9596,3920.7229,3867.3538,3883.1352,36.7265,0.9458,164228540.0,354830596.298
000300.SH,20250211,3883.1352,3905.1594,3905.1594,3872.9087,3901.0618,-17.9266,-0.4595,166574909.0,337866056.116
000300.SH,20250210,3901.0618,3898.1023,3906.3678,3878.8314,3892.7028,8.359,0.2147,188903040.0,384968342.874
000300.SH,20250207,3892.7028,3844.0574,3919.3499,3833.8685,3842.8314,49.8714,1.2978,221857707.0,487381557.078
000300.SH,20250206,3842.8314,3789.6086,3843.4942,3788.3196,3795.0848,47.7466,1.2581,167288176.0,371891971.101
000300.SH,20250205,3795.0848,3844.6998,3844.6998,3785.162,3817.0802,-21.9954,-0.5762,157168308.0,346016202.025
000300.SH,20250127,3817.0802,3836.9578,3851.9969,3817.0802,3832.8637,-15.7835,-0.4118,146670772.0,282940127.541
000300.SH,20250124,3832.8637,3793.8498,3847.6003,3793.4836,3803.7439,29.1198,0.7656,148971722.0,296474375.469
000300.SH,20250123,3803.7439,3829.0462,3864.2585,3801.8531,3797.0166,6.7273,0.1772,180569551.0,345198071.114
000300.SH,20250122,3797.0166,3823.9447,3823.9447,3783.1438,3832.6145,-35.5979,-0.9288,137255062.0,298745637.551
000300.SH,20250121,3832.6145,3850.3563,3850.9106,3817.1214,3829.6764,2.9381,0.0767,141218406.0,285073351.693
000300.SH,20250120,3829.6764,3835.3042,3858.6677,3821.9815,3812.3429,17.3335,0.4547,139581277.0,292175449.109
000300.SH,20250117,3812.3429,3788.3729,3831.6404,3780.2133,3800.3836,11.9593,0.3147,126621961.0,265437489.594
000300.SH,20250116,3800.3836,3812.1935,3842.947,3776.2861,3796.026,4.3576,0.1148,144505871.0,305734630.771
000300.SH,20250115,3796.026,3810.0353,3816.8284,3790.1655,3820.5395,-24.5135,-0.6416,141475520.0,278850595.532
000300.SH,20250114,3820.5395,3728.5561,3826.6399,3718.8768,3722.513,98.0265,2.6333,170664657.0,345461480.064
000300.SH,20250113,3722.513,3704.4442,3737.8852,3704.1073,3732.4806,-9.9676,-0.2671,136446199.0,247861953.197
000300.SH,20250110,3732.4806,3778.8928,3786.8069,3732.4806,3779.8773,-47.3967,-1.2539,137523171.0,275354209.064
000300.SH,20250109,3779.8773,3780.7341,3795.2608,3768.681,3789.2153,-9.338,-0.2464,129794002.0,251486002.82
000300.SH,20250108,3789.2153,3781.261,3810.7355,3731.1887,3796.1055,-6.8902,-0.1815,169166968.0,300965725.433
000300.SH,20250107,3796.1055,3760.866,3797.602,3749.0581,3768.9697,27.1358,0.72,146455779.0,266855795.347
000300.SH,20250106,3768.9697,3775.9902,3788.8489,3743.0727,3775.1648,-6.1951,-0.1641,150946670.0,262803541.116
000300.SH,20250103,3775.1648,3825.2426,3835.9353,3767.6653,3820.3952,-45.2304,-1.1839,175342676.0,304322755.436
000300.SH,20250102,3820.3952,3931.8155,3934.2034,3796.3389,3934.9109,-114.5157,-2.9102,217898724.0,388636586.639
000300.SH,20241231,3934.9109,3995.8705,4004.3462,3934.9109,3999.0549,-64.144,-1.604,183928397.0,347880439.53
000300.SH,20241230,3999.0549,3976.7004,4005.778,3976.7004,3981.0307,18.0242,0.4528,164612485.0,322699390.192
000300.SH,20241227,3981.0307,3987.0189,4007.1314,3970.9365,3987.4801,-6.4494,-0.1617,169268666.0,345011075.199
000300.SH,20241226,3987.4801,3981.7317,3991.5331,3965.5461,3985.6291,1.851,0.0464,143425286.0,305769929.403
000300.SH,20241225,3985.6291,3987.9557,4007.7626,3969.4766,3983.6882,1.9409,0.0487,159390747.0,299295145.793
000300.SH,20241224,3983.6882,3934.9422,3985.8588,3934.7338,3933.5718,50.1164,1.2741,161494589.0,310384873.294
000300.SH,20241223,3933.5718,3928.1493,3965.8502,3928.1493,3927.7441,5.8277,0.1484,190067362.0,354063425.209
000300.SH,20241220,3927.7441,3937.4722,3958.6336,3923.2562,3945.4635,-17.7194,-0.4491,154986496.0,332143276.398
000300.SH,20241219,3945.4635,3911.8901,3954.3491,3899.7479,3941.89,3.5735,0.0907,161081040.0,321771606.933
000300.SH,20241218,3941.89,3934.5425,3956.1441,3933.9693,3922.0334,19.8566,0.5063,157738321.0,276825381.224
000300.SH,20241217,3922.0334,3908.1263,3955.945,3908.1263,3911.8416,10.1918,0.2605,160939090.0,306037370.847
000300.SH,20241216,3911.8416,3930.7807,3938.7595,3901.6465,3933.1808,-21.3392,-0.5425,178511251.0,327619081.581
000300.SH,20241213,3933.1808,4000.9854,4000.9854,3931.7392,4028.5048,-95.324,-2.3662,230353079.0,421478609.274
000300.SH,20241212,4028.5048,3987.1525,4031.7441,3981.3485,3988.8308,39.674,0.9946,181621777.0,333667518.401
000300.SH,20241211,3988.8308,3988.0179,4005.3253,3977.3522,3995.6369,-6.8061,-0.1703,177252846.0,310713317.895
000300.SH,20241210,3995.6369,4094.05,4098.3804,3988.9676,3966.5708,29.0661,0.7328,253463795.0,487278042.807
000300.SH,20241209,3966.5708,3970.6628,3995.5116,3948.4206,3973.1405,-6.5697,-0.1654,175959958.0,308227216.703
000300.SH,20241206,3973.1405,3923.8954,3995.1168,3923.8954,3921.5881,51.5524,1.3146,192057907.0,351751735.425
000300.SH,20241205,3921.5881,3916.5638,3936.3358,3910.0834,3930.5568,-8.9687,-0.2282,138534038.0,257716297.997
000300.SH,20241204,3930.5568,3948.13,3957.365,3917.7467,3951.8912,-21.3344,-0.5399,174626318.0,312040419.082
000300.SH,20241203,3951.8912,3946.7034,3963.9474,3922.8425,3947.632,4.2592,0.1079,182496867.0,327295048.701
000300.SH,20241202,3947.632,3909.7029,3955.1252,3902.1697,3916.5832,31.0488,0.7928,197289784.0,368591235.991
000300.SH,20241129,3916.5832,3869.8903,3962.7002,3869.8903,3872.5505,44.0327,1.137,187656713.0,375262017.919
000300.SH,20241128,3872.5505,3904.2525,3908.3918,3866.0136,3907.0447,-34.4942,-0.8829,150117291.0,286432871.224
000300.SH,20241127,3907.0447,3829.3442,3907.164,3817.9125,3840.1847,66.86,1.7411,174136096.0,320632355.477
000300.SH,20241126,3840.1847,3836.259,3875.229,3833.2842,3848.0909,-7.9062,-0.2055,149892441.0,264403254.8
000300.SH,20241125,3848.0909,3875.6126,3889.7069,3812.3179,3865.6989,-17.608,-0.4555,190702953.0,349006773.18
000300.SH,20241122,3865.6989,3984.2435,3990.2647,3865.6989,3989.2979,-123.599,-3.0983,216285809.0,397566831.848
000300.SH,20241121,3989.2979,3979.4554,3999.5693,3966.0658,3985.7727,3.5252,0.0884,166125927.0,324235010.779
000300.SH,20241120,3985.7727,3966.1238,4001.0847,3958.3383,3976.8912,8.8815,0.2233,184599372.0,347577693.1
000300.SH,20241119,3976.8912,3954.6038,3979.1505,3896.7493,3950.3806,26.5106,0.6711,242946465.0,402610970.34
000300.SH,20241118,3950.3806,3982.1036,4034.0596,3931.1872,3968.8308,-18.4502,-0.4649,306777946.0,472408054.831
000300.SH,20241115,3968.8308,4025.6482,4049.071,3968.8308,4039.6191,-70.7883,-1.7524,247399463.0,474079686.588
000300.SH,20241114,4039.6191,4101.2228,4118.1686,4034.9441,4110.8901,-71.271,-1.7337,230152784.0,464157560.755
000300.SH,20241113,4110.8901,4059.5898,4121.0735,4059.5898,4085.743,25.1471,0.6155,240484099.0,512734303.119
000300.SH,20241112,4085.743,4133.3528,4181.7096,4060.7936,4131.1312,-45.3882,-1.0987,297778086.0,660380524.821
000300.SH,20241111,4131.1312,4066.9336,4132.5111,4048.039,4104.047,27.0842,0.6599,289594227.0,625605935.91
000300.SH,20241108,4104.047,4192.0794,4200.908,4094.1631,4145.6952,-41.6482,-1.0046,332350385.0,688446559.772
000300.SH,20241107,4145.6952,3987.2665,4146.151,3984.6652,4024.2831,121.4121,3.017,341436414.0,658145920.948
000300.SH,20241106,4024.2831,4051.2891,4091.7031,4002.5027,4044.5725,-20.2894,-0.5016,335807938.0,639124093.912
000300.SH,20241105,4044.5725,3937.6228,4046.6977,3925.4138,3944.7619,99.8106,2.5302,316862794.0,580971852.724
000300.SH,20241104,3944.7619,3897.7144,3944.7619,3891.2109,3890.0203,54.7416,1.4072,229239060.0,381048606.068
000300.SH,20241101,3890.0203,3882.4579,3933.2204,3879.9588,3891.0396,-1.0193,-0.0262,307986481.0,476472952.028
000300.SH,20241031,3891.0396,3888.4229,3923.8997,3859.1079,3889.4487,1.5909,0.0409,300636718.0,515533818.945
000300.SH,20241030,3889.4487,3904.1595,3926.0581,3864.3051,3924.649,-35.2003,-0.8969,219436626.0,385010582.233
000300.SH,20241029,3924.649,3970.008,3991.3091,3921.5795,3964.1569,-39.5079,-0.9966,217293984.0,429625020.405
000300.SH,20241028,3964.1569,3953.1063,3964.1569,3917.2042,3956.421,7.7359,0.1955,216160415.0,390450182.338
000300.SH,20241025,3956.421,3931.3205,3992.8918,3921.9396,3928.8334,27.5876,0.7022,210694885.0,412231378.43
000300.SH,20241024,3928.8334,3950.8987,3957.9832,3914.0887,3973.2089,-44.3755,-1.1169,174724062.0,340486884.485
000300.SH,20241023,3973.2089,3955.3191,4012.1795,3939.0986,3957.7755,15.4334,0.39,245873949.0,469120806.272
000300.SH,20241022,3957.7755,3923.7443,3965.9084,3917.5218,3935.1974,22.5781,0.5737,223433396.0,442881846.814
000300.SH,20241021,3935.1974,3946.9016,3979.2638,3896.165,3925.234,9.9634,0.2538,291185634.0,600109598.949
000300.SH,20241018,3925.234,3780.3143,3998.214,3765.1615,3788.2217,137.0123,3.6168,312958834.0,620673701.894
000300.SH,20241017,3788.2217,3853.841,3882.0733,3787.7498,3831.589,-43.3673,-1.1318,212313820.0,369170521.635
000300.SH,20241016,3831.589,3806.1373,3877.7483,3805.0868,3855.9949,-24.4059,-0.6329,218866407.0,377301324.426
000300.SH,20241015,3855.9949,3942.5342,3967.8712,3855.9949,3961.3424,-105.3475,-2.6594,242486448.0,434410916.724
000300.SH,20241014,3961.3424,3915.2186,3979.5431,3868.779,3887.167,74.1754,1.9082,307578993.0,534076602.216
000300.SH,20241011,3887.167,3969.7576,3978.2389,3847.1228,3997.7879,-110.6209,-2.7671,274096505.0,484998267.296
000300.SH,20241010,3997.7879,3979.6116,4098.4967,3912.7708,3955.9839,41.804,1.0567,395053099.0,717952217.513
000300.SH,20241009,3955.9839,4168.8436,4197.6,3942.5118,4256.0962,-300.1123,-7.0514,482269295.0,1029032062.193
000300.SH,20241008,4256.0962,4450.3675,4450.3675,4094.3519,4017.8545,238.2417,5.9296,589867894.0,1130387437.13
000300.SH,20240930,4017.8545,3846.6515,4038.6968,3796.5045,3703.6849,314.1696,8.4826,510217707.0,862528807.419
000300.SH,20240927,3703.6849,3617.9203,3708.4951,3596.5833,3545.3204,158.3645,4.4669,265487774.0,466692757.482
000300.SH,20240926,3545.3204,3399.3188,3545.3249,3391.6772,3401.533,143.7874,4.2271,243134010.0,373983643.045
000300.SH,20240925,3401.533,3403.7021,3465.4882,3393.438,3351.909,49.624,1.4805,241564255.0,356862584.94
