date,predicted_price,model
2025-06-27,11.164988,XGBoost
2025-06-28,11.420283,XGBoost
2025-06-29,11.408137,XGBoost
2025-06-30,11.432425,XGBoost
2025-07-01,11.411345,XGBoost
