date,predicted_price,model
2025-06-27,6.5502925,XGBoost
2025-06-28,6.536651,XGBoost
2025-06-29,6.536412,XGBoost
2025-06-30,6.546106,XGBoost
2025-07-01,6.5592623,XGBoost
