date,predicted_price,model
2025-06-27,15.1128435,XGBoost
2025-06-28,14.99668,XGBoost
2025-06-29,14.950937,XGBoost
2025-06-30,14.957983,XGBoost
2025-07-01,14.935706,XGBoost
