date,predicted_price,model
2025-06-27,31.202742,XGBoost
2025-06-28,34.462185,XGBoost
2025-06-29,30.999231,XGBoost
2025-06-30,34.834545,XGBoost
2025-07-01,31.487572,XGBoost
