date,predicted_price,model
2025-06-27,3.5448966,XGBoost
2025-06-28,3.5489333,XGBoost
2025-06-29,3.5448728,XGBoost
2025-06-30,3.0418794,XGBoost
2025-07-01,3.0266268,XGBoost
