ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
600018.SH,20250627,5.82,5.84,5.74,5.75,5.82,-0.07,-1.2027,388071.61,224268.179
600018.SH,20250626,5.86,5.86,5.81,5.82,5.86,-0.04,-0.6826,239855.02,139957.641
600018.SH,20250625,5.85,5.87,5.8,5.86,5.84,0.02,0.3425,329948.98,192546.824
600018.SH,20250624,5.9,5.91,5.81,5.84,5.9,-0.06,-1.0169,389633.11,227637.695
600018.SH,20250623,5.83,5.92,5.82,5.9,5.84,0.06,1.0274,369457.3,217272.146
600018.SH,20250620,5.76,5.87,5.75,5.84,5.76,0.08,1.3889,370588.25,216331.778
600018.SH,20250619,5.81,5.82,5.74,5.76,5.82,-0.06,-1.0309,232470.06,134059.699
600018.SH,20250618,5.8,5.84,5.77,5.82,5.8,0.02,0.3448,234207.0,136063.941
600018.SH,20250617,5.78,5.81,5.75,5.8,5.78,0.02,0.346,224245.0,129640.143
600018.SH,20250616,5.83,5.84,5.77,5.78,5.81,-0.03,-0.5164,295190.14,170774.448
600018.SH,20250613,5.76,5.86,5.75,5.81,5.76,0.05,0.8681,494668.57,288030.803
600018.SH,20250612,5.8,5.81,5.75,5.76,5.8,-0.04,-0.6897,246307.18,142307.684
600018.SH,20250611,5.78,5.83,5.76,5.8,5.77,0.03,0.5199,380752.01,220908.164
600018.SH,20250610,5.77,5.79,5.73,5.77,5.77,0.0,0.0,276801.56,159643.747
600018.SH,20250609,5.76,5.78,5.73,5.77,5.78,-0.01,-0.173,238124.9,137024.248
600018.SH,20250606,5.76,5.79,5.73,5.78,5.76,0.02,0.3472,228275.86,131489.295
600018.SH,20250605,5.8,5.85,5.74,5.76,5.76,0.0,0.0,242077.87,140018.011
600018.SH,20250604,5.81,5.83,5.72,5.76,5.83,-0.07,-1.2007,256171.82,147536.036
600018.SH,20250603,5.84,5.86,5.8,5.83,5.84,-0.01,-0.1712,360534.97,209877.093
600018.SH,20250530,5.77,5.87,5.77,5.84,5.78,0.06,1.0381,348032.91,203355.767
600018.SH,20250529,5.76,5.8,5.73,5.78,5.76,0.02,0.3472,208164.47,120022.401
600018.SH,20250528,5.74,5.8,5.73,5.76,5.75,0.01,0.1739,183884.23,106074.694
600018.SH,20250527,5.74,5.78,5.73,5.75,5.74,0.01,0.1742,158339.0,91053.207
600018.SH,20250526,5.77,5.78,5.73,5.74,5.75,-0.01,-0.1739,173447.67,99728.64
600018.SH,20250523,5.82,5.86,5.74,5.75,5.83,-0.08,-1.3722,222944.36,129264.61
600018.SH,20250522,5.78,5.85,5.76,5.83,5.78,0.05,0.8651,275324.28,159933.922
600018.SH,20250521,5.78,5.83,5.77,5.78,5.79,-0.01,-0.1727,174410.0,101150.677
600018.SH,20250520,5.88,5.9,5.77,5.79,5.88,-0.09,-1.5306,367331.0,213433.966
600018.SH,20250519,5.77,5.89,5.77,5.88,5.78,0.1,1.7301,465070.67,272226.215
600018.SH,20250516,5.8,5.83,5.7,5.78,5.81,-0.03,-0.5164,375405.49,215921.255
600018.SH,20250515,5.83,5.91,5.79,5.81,5.82,-0.01,-0.1718,463781.3,271137.608
600018.SH,20250514,5.71,5.82,5.69,5.82,5.71,0.11,1.9264,465241.49,268220.704
600018.SH,20250513,5.72,5.74,5.67,5.71,5.67,0.04,0.7055,288781.0,164475.988
600018.SH,20250512,5.65,5.68,5.63,5.67,5.63,0.04,0.7105,267870.04,151548.316
600018.SH,20250509,5.56,5.64,5.55,5.63,5.55,0.08,1.4414,382296.58,214260.433
600018.SH,20250508,5.56,5.58,5.54,5.55,5.58,-0.03,-0.5376,229155.82,127273.364
600018.SH,20250507,5.51,5.58,5.49,5.58,5.47,0.11,2.011,592673.52,328220.556
600018.SH,20250506,5.45,5.47,5.42,5.47,5.44,0.03,0.5515,370522.27,201978.045
600018.SH,20250430,5.49,5.5,5.42,5.44,5.48,-0.04,-0.7299,338872.1,184651.656
600018.SH,20250429,5.53,5.54,5.47,5.48,5.55,-0.07,-1.2613,315230.95,173343.59
