date,predicted_price,model
2025-06-27,8.673086,XGBoost
2025-06-28,8.640692,XGBoost
2025-06-29,8.6343155,XGBoost
2025-06-30,8.642382,XGBoost
2025-07-01,7.8070517,XGBoost
