set_type,true,pred,residual
train,9.3,9.299886,0.00011425018310617929
train,9.15,9.149657,0.0003427505493167615
train,9.14,9.140575,-0.0005754089355463066
train,9.17,9.169787,0.0002125930786132102
train,9.1,9.101315,-0.0013145446777347303
train,9.19,9.18978,0.00021976470947215887
train,9.2,9.199739,0.00026054382324147696
train,9.12,9.12106,-0.0010603713989265628
train,9.21,9.20892,0.0010804748535164777
train,9.17,9.170466,-0.0004664230346680398
train,9.33,9.330354,-0.0003537368774413352
train,9.42,9.419755,0.0002450180053710227
train,9.41,9.409447,0.0005532836914063921
train,9.29,9.291238,-0.001237831115723509
train,9.11,9.111009,-0.0010086441040044747
train,9.12,9.12035,-0.0003498840332039066
train,9.19,9.189864,0.00013584136962840887
train,9.45,9.449451,0.0005485534667961645
train,9.36,9.360636,-0.0006357574462896309
train,9.32,9.319925,7.469177246122172e-05
train,9.39,9.389766,0.00023426055908259968
train,9.56,9.55985,0.00015026092529346613
train,9.42,9.420209,-0.0002089309692383523
train,9.4,9.400315,-0.000315284729003551
train,9.38,9.3799925,7.514953614062847e-06
train,9.48,9.479463,0.0005373764038090201
train,9.36,9.360234,-0.00023426055908259968
train,9.44,9.439538,0.00046199798583934637
train,9.38,9.380347,-0.00034725189208906215
train,9.35,9.3496065,0.0003934860229488635
train,9.31,9.311597,-0.0015968704223627839
train,9.36,9.359125,0.0008748626708978691
train,9.36,9.359875,0.00012527465820255657
train,9.21,9.210386,-0.00038627624511633485
train,9.31,9.309689,0.0003114318847661224
train,9.43,9.430286,-0.0002864074707034092
train,9.44,9.439302,0.0006975555419916901
train,9.51,9.510311,-0.00031112670898458816
train,9.57,9.569883,0.00011665344238309672
train,9.85,9.850217,-0.00021686553955113652
train,9.97,9.969731,0.00026866912841860824
train,10.08,10.080352,-0.0003518295288085227
train,10.18,10.179676,0.0003239440917965908
train,9.98,9.98004,-3.9596557616761174e-05
train,10.1,10.100003,-3.2424926761365214e-06
train,10.09,10.089928,7.232666015610789e-05
train,10.15,10.1497135,0.00028648376464879277
train,9.97,9.970328,-0.00032833099365170426
train,9.93,9.93043,-0.00043041229248075297
train,10.03,10.029881,0.00011947631835873551
train,10.36,10.359843,0.00015674591064396282
train,10.49,10.488647,0.0013525390625002132
train,10.59,10.589936,6.374359130845164e-05
train,10.43,10.430522,-0.000521965026855753
train,10.48,10.47989,0.00011013031005902008
train,10.39,10.3904295,-0.0004294967651361503
train,10.57,10.569597,0.0004027557373049717
train,10.45,10.450338,-0.00033836364746164804
train,10.6,10.599359,0.0006414413452144885
train,10.56,10.560338,-0.00033802032470653387
train,10.38,10.380107,-0.00010692596435468715
train,10.34,10.340477,-0.0004769897460938921
train,10.44,10.439668,0.00033229827880809637
train,10.44,10.440356,-0.00035625457763721613
train,10.65,10.649646,0.0003541946411136365
train,10.65,10.649993,7.057189941761521e-06
train,11.05,11.048777,0.001223373413086648
train,11.13,11.129874,0.00012577056884843785
train,11.04,11.040046,-4.57382202156964e-05
train,11.01,11.009914,8.560180664041184e-05
train,11.06,11.059833,0.00016742706298877863
train,11.0,11.000499,-0.0004987716674804688
train,11.07,11.069361,0.0006392669677737217
train,11.23,11.22862,0.001380424499512145
train,10.95,10.950198,-0.0001981735229499293
train,10.78,10.780349,-0.00034877777099673324
train,10.75,10.749441,0.0005588531494140625
train,10.55,10.5503025,-0.00030250549316335196
test,10.59,10.570007,0.019992675781249858
test,10.58,10.518868,0.061131553649902415
test,11.02,10.995509,0.024490852355956605
test,10.84,10.996297,-0.15629688262939467
test,10.7,10.729328,-0.029328155517578836
test,10.64,10.6031,0.03690017700195369
test,10.64,10.611793,0.028207435607910725
test,10.63,10.6078415,0.02215850830078203
test,10.67,10.607968,0.06203166961669915
test,10.58,10.538379,0.04162128448486335
test,10.4,10.536866,-0.13686618804931605
test,10.47,10.499551,-0.029550819396972017
test,10.42,10.532932,-0.1129322814941407
test,10.72,10.619877,0.10012313842773501
test,10.85,10.7283945,0.12160549163818324
test,10.98,10.776402,0.2035975265502934
test,11.01,11.000955,0.00904537200927713
test,10.85,10.76383,0.08616981506347621
test,10.85,10.734387,0.11561260223388636
test,10.93,10.771175,0.15882461547851534
