ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
603369.SH,20250627,38.94,38.98,38.67,38.69,39.0,-0.31,-0.7949,78173.81,303201.842
603369.SH,20250626,39.12,39.49,38.94,39.0,39.27,-0.27,-0.6875,94936.7,372155.103
603369.SH,20250625,39.08,39.27,38.52,39.27,38.95,0.32,0.8216,106903.25,415743.311
603369.SH,20250624,38.75,39.18,38.63,38.95,38.65,0.3,0.7762,93690.04,364691.815
603369.SH,20250623,39.0,39.1,38.53,38.65,39.39,-0.74,-1.8786,113601.5,439689.299
603369.SH,20250620,38.1,39.64,38.09,39.39,38.09,1.3,3.413,200725.91,784846.455
603369.SH,20250619,38.21,38.87,38.0,38.09,38.72,-0.63,-1.6271,115047.96,441028.174
603369.SH,20250618,39.8,40.88,38.36,38.72,38.5,0.22,0.5714,207949.91,818030.27
603369.SH,20250617,39.0,39.34,38.45,38.5,39.16,-0.66,-1.6854,107758.92,418508.214
603369.SH,20250616,38.95,39.22,37.96,39.16,39.28,-0.12,-0.3055,145963.5,565639.55
603369.SH,20250613,40.75,40.8,39.15,39.28,40.95,-1.67,-4.0781,137700.41,547835.609
603369.SH,20250612,41.85,41.98,40.9,40.95,41.99,-1.04,-2.4768,101169.49,416233.66
603369.SH,20250611,41.64,42.38,41.64,41.99,41.78,0.21,0.5026,58895.05,247842.415
603369.SH,20250610,42.7,42.73,41.65,41.78,42.7,-0.92,-2.1546,96665.34,406661.282
603369.SH,20250609,42.98,43.02,42.42,42.7,43.07,-0.37,-0.8591,72381.72,308860.219
603369.SH,20250606,42.84,43.3,42.5,43.07,42.63,0.44,1.0321,79197.8,340728.156
603369.SH,20250605,43.85,44.01,43.29,43.83,43.83,0.0,0.0,73283.25,319269.62
603369.SH,20250604,43.78,44.15,43.63,43.83,43.85,-0.02,-0.0456,53764.0,235918.223
603369.SH,20250603,43.87,44.15,42.97,43.85,44.09,-0.24,-0.5443,88213.2,384487.884
603369.SH,20250530,44.39,44.59,43.96,44.09,44.54,-0.45,-1.0103,56892.34,251743.442
603369.SH,20250529,44.75,44.84,44.15,44.54,44.67,-0.13,-0.291,67038.3,297769.321
603369.SH,20250528,44.88,45.0,44.43,44.67,44.87,-0.2,-0.4457,31678.75,141818.318
603369.SH,20250527,44.71,45.11,44.48,44.87,44.71,0.16,0.3579,45339.75,203338.744
603369.SH,20250526,45.03,45.14,44.49,44.71,45.2,-0.49,-1.0841,64112.09,286990.519
603369.SH,20250523,46.0,46.42,45.2,45.2,46.0,-0.8,-1.7391,53701.9,245571.554
603369.SH,20250522,45.88,46.2,45.88,46.0,46.02,-0.02,-0.0435,50582.11,232758.43
603369.SH,20250521,46.08,46.4,45.97,46.02,46.05,-0.03,-0.0651,36626.67,168838.421
603369.SH,20250520,46.0,46.66,46.0,46.05,46.16,-0.11,-0.2383,46199.99,214136.27
603369.SH,20250519,46.07,46.29,45.45,46.16,47.13,-0.97,-2.0581,76427.91,351265.808
603369.SH,20250516,47.5,47.74,46.93,47.13,47.68,-0.55,-1.1535,38076.68,179461.062
603369.SH,20250515,48.15,48.48,47.56,47.68,48.51,-0.83,-1.711,39600.05,189858.908
603369.SH,20250514,48.11,49.12,47.5,48.51,48.21,0.3,0.6223,61868.1,298703.126
603369.SH,20250513,48.58,48.68,47.82,48.21,48.34,-0.13,-0.2689,39214.83,188737.816
603369.SH,20250512,48.66,48.75,47.92,48.34,48.65,-0.31,-0.6372,39997.15,192967.491
603369.SH,20250509,48.28,49.19,48.01,48.65,48.33,0.32,0.6621,58664.99,285814.047
603369.SH,20250508,47.23,48.4,47.1,48.33,47.49,0.84,1.7688,72682.95,348179.438
603369.SH,20250507,47.48,47.98,47.14,47.49,46.79,0.7,1.496,98658.91,469930.453
603369.SH,20250506,47.64,47.79,46.48,46.79,47.4,-0.61,-1.2869,114436.46,535862.076
603369.SH,20250430,46.98,48.29,46.9,47.4,46.27,1.13,2.4422,94801.3,452076.625
603369.SH,20250429,47.5,47.85,45.96,46.27,48.05,-1.78,-3.7045,103594.0,480676.013
603369.SH,20250428,48.62,48.81,47.95,48.05,48.7,-0.65,-1.3347,36866.96,177977.962
603369.SH,20250425,48.65,48.98,48.41,48.7,48.77,-0.07,-0.1435,28978.52,141004.953
603369.SH,20250424,48.6,49.15,48.4,48.77,48.6,0.17,0.3498,47916.62,234300.13
603369.SH,20250423,49.11,49.34,48.5,48.6,49.01,-0.41,-0.8366,49470.02,241830.662
603369.SH,20250422,49.11,49.51,48.86,49.01,49.19,-0.18,-0.3659,45291.07,222762.772
603369.SH,20250421,50.42,50.42,49.1,49.19,50.35,-1.16,-2.3039,56765.91,280129.957
