ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
300502.SZ,20250627,115.8,124.66,113.88,123.18,116.8,6.38,5.4623,606225.36,7275450.522
300502.SZ,20250626,111.9,117.99,111.0,116.8,110.4,6.4,5.7971,556444.59,6426281.924
300502.SZ,20250625,109.9,110.99,106.68,110.4,106.71,3.69,3.458,513647.15,5606149.812
300502.SZ,20250624,108.38,109.97,105.9,106.71,107.28,-0.57,-0.5313,350815.27,3766598.264
300502.SZ,20250623,108.07,109.96,104.72,107.28,110.01,-2.73,-2.4816,399666.7,4283934.713
300502.SZ,20250620,113.97,113.97,108.2,110.01,113.0,-2.99,-2.646,430760.37,4748592.18
300502.SZ,20250619,110.5,114.89,110.5,113.0,112.22,0.78,0.6951,445476.61,5026398.455
300502.SZ,20250618,106.09,112.56,104.53,112.22,107.12,5.1,4.761,563977.02,6150881.947
300502.SZ,20250617,107.0,108.67,105.11,107.12,106.7,0.42,0.3936,364148.88,3889874.202
300502.SZ,20250616,99.6,108.2,99.6,106.7,100.05,6.65,6.6467,584455.51,6177113.042
300502.SZ,20250613,99.11,102.81,98.88,100.05,100.81,-0.76,-0.7539,329095.8,3302767.79
300502.SZ,20250612,97.76,104.14,97.13,100.81,98.36,2.45,2.4908,598079.67,6095232.394
300502.SZ,20250611,100.15,100.7,97.96,98.36,99.6,-1.24,-1.245,361026.46,3579663.053
300502.SZ,20250610,99.2,101.47,98.53,99.6,100.87,-1.27,-1.259,417236.96,4170114.678
300502.SZ,20250609,103.0,103.97,98.98,100.87,99.73,1.14,1.1431,583345.92,5920858.723
300502.SZ,20250606,95.9,101.26,94.97,99.73,96.9,2.83,2.9205,466925.04,4617045.338
300502.SZ,20250605,94.4,98.46,92.33,96.9,92.55,4.35,4.7002,555070.36,5287842.864
300502.SZ,20250604,88.5,93.88,88.5,92.55,86.36,6.19,7.1677,638431.08,5832747.936
300502.SZ,20250603,87.15,88.16,85.84,86.36,88.27,-1.91,-2.1638,308703.25,2681783.565
300502.SZ,20250530,85.0,88.57,84.51,88.27,87.16,1.11,1.2735,387265.35,3361008.095
300502.SZ,20250529,86.0,89.88,85.0,87.16,84.62,2.54,3.0017,625566.3,5490731.422
300502.SZ,20250528,81.03,85.8,81.03,84.62,79.77,4.85,6.08,580524.98,4831998.72
300502.SZ,20250527,114.12,115.05,108.88,112.13,115.76,-3.63,-3.1358,366623.79,4081590.491
300502.SZ,20250526,117.0,117.6,113.4,115.76,115.93,-0.17,-0.1466,211831.55,2436686.304
300502.SZ,20250523,117.1,118.51,115.47,115.93,117.72,-1.79,-1.5206,192824.35,2251734.603
300502.SZ,20250522,115.5,120.99,114.9,117.72,116.76,0.96,0.8222,320631.79,3799701.121
300502.SZ,20250521,117.52,118.3,114.31,116.76,116.53,0.23,0.1974,219599.42,2551167.368
300502.SZ,20250520,116.76,118.08,115.4,116.53,115.98,0.55,0.4742,208338.85,2425349.739
300502.SZ,20250519,118.5,119.5,115.5,115.98,118.6,-2.62,-2.2091,277513.76,3244744.281
300502.SZ,20250516,115.82,121.56,114.82,118.6,115.89,2.71,2.3384,378028.44,4500231.761
300502.SZ,20250515,119.99,120.0,115.2,115.89,118.85,-2.96,-2.4905,470811.06,5521199.61
300502.SZ,20250514,118.99,125.55,118.01,118.85,115.88,2.97,2.563,665092.41,8068776.102
300502.SZ,20250513,115.0,118.88,113.0,115.88,112.84,3.04,2.6941,603815.67,7032391.212
300502.SZ,20250512,114.0,115.08,109.5,112.84,109.21,3.63,3.3239,587719.81,6581492.234
300502.SZ,20250509,106.26,110.92,106.2,109.21,107.95,1.26,1.1672,560959.38,6097986.672
300502.SZ,20250508,96.5,109.6,96.5,107.95,94.2,13.75,14.5966,965723.25,10028081.836
300502.SZ,20250507,95.98,96.68,93.22,94.2,93.63,0.57,0.6088,329911.55,3118432.66
300502.SZ,20250506,92.9,94.58,92.8,93.63,89.79,3.84,4.2766,387073.27,3631893.367
