date,predicted_price,model
2025-06-27,180.72516,XGBoost
2025-06-28,174.72548,XGBoost
2025-06-29,174.7257,XGBoost
2025-06-30,180.98178,XGBoost
2025-07-01,186.17603,XGBoost
