date,predicted_price,model
2025-06-27,46.66859999999999,Random Forest
2025-06-28,46.133499999999984,Random Forest
2025-06-29,45.52780000000003,Random Forest
2025-06-30,45.797200000000004,Random Forest
2025-07-01,46.51560000000001,Random Forest
