date,predicted_price,model
2025-06-27,54.046112,XGBoost
2025-06-28,53.45493,XGBoost
2025-06-29,53.423603,XGBoost
2025-06-30,53.423626,XGBoost
2025-07-01,53.4239,XGBoost
