date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,MA5,MA10,MA20,RSI,turnover_rate,volatility,MACD,Signal,Hist,revenue,net_profit,revenue_growth,net_profit_growth
2025-01-27,601899.SH,16.0,16.31,15.94,16.24,16.02,0.22,1.3733,1547942.84,2507171.803,16.118000000000002,16.151,15.9375,54.16666666666664,0.6174059704036964,0.0,0.14960478532665178,0.15344438019101503,-0.0038395948643632494,0,0,0.0,0.0
2025-02-05,601899.SH,16.59,16.73,16.31,16.47,16.24,0.23,1.4163,2061405.9,3391610.271,16.162,16.157,15.983999999999998,61.481481481481474,0.607795629594023,0.017761414147937634,0.16967415292636545,0.15669033473808514,0.012983818188280316,0,0,0.0,0.0
2025-02-06,601899.SH,16.58,16.58,16.11,16.31,16.47,-0.16,-0.9715,2001626.92,3258744.766,16.183999999999997,16.209999999999997,16.043499999999998,56.989247311827945,0.6142324924872622,0.016601900109639106,0.17070087508652776,0.1594924428077737,0.011208432278754066,0,0,0.0,0.0
2025-02-07,601899.SH,16.35,16.66,16.16,16.62,16.31,0.31,1.9007,2165528.08,3565663.121,16.332,16.255,16.1155,58.188153310104575,0.6073282883192487,0.016940991308155913,0.19428932264692378,0.16645181877560372,0.027837503871320057,0,0,0.0,0.0
2025-02-10,601899.SH,16.81,17.06,16.74,16.87,16.62,0.25,1.5042,2212064.59,3733076.553,16.502,16.314999999999998,16.1805,58.188153310104575,0.5925580573005731,0.01640462334791337,0.23049919668828878,0.17926129435814075,0.05123790233014802,0,0,0.0,0.0
2025-02-11,601899.SH,17.04,17.58,16.92,17.28,16.87,0.41,2.4303,2925261.86,5070661.925,16.71,16.413999999999998,16.270000000000003,63.302752293578,0.5768994074673989,0.016842806018781294,0.28894853735672754,0.2011987429578581,0.08774979439886943,0,0,0.0,0.0
2025-02-12,601899.SH,17.03,17.12,16.87,16.98,17.28,-0.3,-1.7361,1582010.06,2685571.782,16.812,16.487000000000002,16.317999999999998,70.40816326530614,0.5890775553285881,0.016168715180597166,0.3075176955743757,0.22246253348116163,0.08505516209321407,0,0,0.0,0.0
2025-02-13,601899.SH,17.08,17.2,16.98,17.01,16.98,0.03,0.1767,1272921.94,2173308.264,16.951999999999998,16.568,16.375999999999998,66.27906976744187,0.5857070352537894,0.015852498723546625,0.3209548685873571,0.24216100050240075,0.07879386808495636,0,0,0.0,0.0
2025-02-14,601899.SH,17.15,17.34,17.01,17.16,17.01,0.15,0.8818,1155269.68,1979857.333,17.060000000000002,16.696,16.438,66.92015209125478,0.5835115797204767,0.015894086575141134,0.33979077486718623,0.26168695537535785,0.07810381949182837,0,0,0.0,0.0
2025-02-17,601899.SH,16.71,16.71,16.41,16.5,17.16,-0.66,-3.8462,2385439.86,3938646.125,16.986,16.744,16.4555,53.21100917431193,0.6056497040591581,0.018268160410625536,0.29802641910503525,0.26895484812129333,0.029071570983741912,0,0,0.0,0.0
2025-02-18,601899.SH,16.41,16.59,16.31,16.41,16.5,-0.09,-0.5455,1449983.47,2385640.2,16.812,16.761,16.456,52.40963855421687,0.6077963768383848,0.018006739444307238,0.2547292581050016,0.26610973011803496,-0.011380472013033383,0,0,0.0,0.0
2025-02-19,601899.SH,16.51,16.61,16.29,16.35,16.41,-0.06,-0.3656,1566817.07,2572213.147,16.686,16.749000000000002,16.453,52.25225225225229,0.6091318955535998,0.018026710922547786,0.21311775865363813,0.2555113358251556,-0.04239357717151748,0,0,0.0,0.0
