date,predicted_price,model
2025-06-27,17.182623,XGBoost
2025-06-28,17.156599,XGBoost
2025-06-29,17.156635,XGBoost
2025-06-30,17.162916,XGBoost
2025-07-01,16.810692,XGBoost
