date,predicted_price,model
2025-06-27,64.83640000000001,Random Forest
2025-06-28,64.29209999999998,Random Forest
2025-06-29,64.75589999999997,Random Forest
2025-06-30,65.87259999999999,Random Forest
2025-07-01,66.9429,Random Forest
