date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount,MA5,MA10,MA20,RSI,turnover_rate,volatility,MACD,Signal,Hist,revenue,net_profit,revenue_growth,net_profit_growth
2025-01-27,300124.SZ,63.14,63.33,60.19,60.19,63.13,-2.94,-4.6571,294729.3,1808825.343,61.45399999999999,61.065,59.314,59.683578832514996,0.16293961224093706,0.0,0.5820522141919398,0.2877281982763921,0.29432401591554763,0,0,0.0,0.0
2025-02-05,300124.SZ,61.62,64.38,61.5,63.1,60.19,2.91,4.8347,468335.02,2953760.368,61.775999999999996,61.19500000000001,59.46500000000001,64.9596965386439,0.15855552301187895,0.028632815152836624,0.7384790243998225,0.3778783635010782,0.3606006608987443,0,0,0.0,0.0
2025-02-06,300124.SZ,63.15,70.25,62.58,69.41,63.1,6.31,10.0,870233.59,5907090.988,63.516000000000005,62.065,60.006499999999996,72.61948869951834,0.1473201600868925,0.03514073660281558,1.3559817500681177,0.5734990408144862,0.7824827092536315,0,0,0.0,0.0
2025-02-07,300124.SZ,69.0,69.7,67.7,69.0,69.41,-0.41,-0.5907,593841.62,4091387.687,64.96600000000001,62.923,60.64149999999999,68.30556684274686,0.14514430443413515,0.03350404995553429,1.7916208456763911,0.8171234017868673,0.9744974438895239,0,0,0.0,0.0
2025-02-10,300124.SZ,68.45,68.72,66.8,68.28,69.0,-0.72,-1.0435,379818.63,2576682.452,65.99600000000001,63.696000000000005,61.25849999999999,70.95821021528072,0.147406068491361,0.03362477239029958,2.0550802984102177,1.0647147811115374,0.9903655172986803,0,0,0.0,0.0
2025-02-11,300124.SZ,68.31,69.64,67.7,68.47,68.28,0.19,0.2783,397702.34,2727206.543,67.652,64.553,61.89399999999999,66.3240332843857,0.14582773021749823,0.0335221836170663,2.2532313762112395,1.3024181001314779,0.9508132760797616,0,0,0.0,0.0
2025-02-12,300124.SZ,67.97,68.53,66.55,68.12,68.47,-0.35,-0.5112,348836.86,2360811.102,68.65599999999999,65.216,62.468,68.81665820213308,0.14776144508320768,0.03368518953717905,2.3548798687765924,1.512910453860501,0.8419694149160915,0,0,0.0,0.0
2025-02-13,300124.SZ,67.6,67.99,65.06,65.09,68.12,-3.03,-4.448,461371.5,3056295.279,67.792,65.654,62.883,60.41016495764602,0.15095776352831908,0.03579379938023093,2.165973361598148,1.6435230354080304,0.5224503261901177,0,0,0.0,0.0
2025-02-14,300124.SZ,65.0,67.68,64.68,66.59,65.09,1.5,2.3045,382438.54,2537814.427,67.31000000000002,66.138,63.3525,62.68907563025211,0.15069602250314576,0.035963249542842204,2.1129443504287337,1.7374072984121711,0.3755370520165626,0,0,0.0,0.0
2025-02-17,300124.SZ,66.6,67.75,66.16,67.58,66.59,0.99,1.4867,324327.18,2173187.608,67.17,66.583,63.732000000000006,65.90720795360397,0.14924030433731425,0.03472920000219835,2.126292625433564,1.8151843638164498,0.31110826161711413,0,0,0.0,0.0
2025-02-18,300124.SZ,67.4,68.18,66.39,66.73,67.58,-0.85,-1.2578,288098.76,1938045.165,66.822,67.237,64.151,61.196581196581214,0.1486543065161229,0.034123081201405385,2.044713152854051,1.8610901216239701,0.18362303123008084,0,0,0.0,0.0
2025-02-19,300124.SZ,66.39,73.49,66.33,72.56,66.73,5.83,8.7367,876815.0,6211276.343,67.71,68.183,64.689,70.82601054481549,0.14116502818106863,0.03685665415452097,2.422567262339001,1.9733855497669766,0.44918171257202455,0,0,0.0,0.0
2025-02-20,300124.SZ,72.06,73.4,70.81,72.48,72.56,-0.08,-0.1103,492689.34,3547193.868,69.188,68.49000000000001,65.2775,69.51618770461988,0.13889552089178342,0.0364180045664707,2.6846174362962927,2.11563192707284,0.5689855092234528,0,0,0.0,0.0
