date,predicted_price,model
2025-06-27,70.20029999999997,Random Forest
2025-06-28,70.83809999999995,Random Forest
2025-06-29,71.13329999999999,Random Forest
2025-06-30,71.25429999999997,Random Forest
2025-07-01,71.29119999999993,Random Forest
