set_type,true,pred,residual
train,3.87,3.8699496,5.042076110850502e-05
train,3.78,3.780048,-4.7893524170117274e-05
train,3.77,3.7704284,-0.0004284191131591619
train,3.75,3.7502124,-0.0002124309539794922
train,3.75,3.7499535,4.649162292480469e-05
train,3.75,3.7507324,-0.000732421875
train,3.76,3.7595851,0.00041485786437966965
train,3.77,3.7694821,0.0005178642272949396
train,3.78,3.7799704,2.9592514037890538e-05
train,3.78,3.779801,0.00019910812377910148
train,3.84,3.8402865,-0.00028649330139174367
train,3.83,3.8301172,-0.0001172256469725852
train,3.85,3.8496366,0.0003634452819825107
train,3.79,3.7898192,0.00018075942993167615
train,3.77,3.7696102,0.0003898334503174006
train,3.74,3.7413564,-0.00135637283325174
train,3.75,3.7502391,-0.0002391338348388672
train,3.79,3.7896938,0.00030616760253909803
train,3.76,3.7602508,-0.00025080680847189285
train,3.75,3.750385,-0.00038504600524902344
train,3.76,3.760013,-1.3103485107635038e-05
train,3.85,3.8491714,0.0008285999298096591
train,3.8,3.800328,-0.0003280162811281073
train,3.8,3.8004487,-0.00044865608215349795
train,3.74,3.7406623,-0.0006623363494870915
train,3.75,3.7496321,0.00036787986755371094
train,3.78,3.7790987,0.000901250839233203
train,3.8,3.8000512,-5.121231079119326e-05
train,3.86,3.859804,0.00019608497619616472
train,3.87,3.870126,-0.00012600898742665123
train,3.86,3.8597155,0.0002845382690428444
train,3.9,3.8994105,0.0005895137786864346
train,3.9,3.8998132,0.00018682479858389556
train,3.84,3.840209,-0.00020900726318373586
train,3.84,3.840228,-0.00022808074951186086
train,3.86,3.859724,0.00027595520019518816
train,3.81,3.8103557,-0.0003556632995604936
train,3.84,3.8397858,0.00021418571472153758
train,3.82,3.8198566,0.00014335632324202763
train,3.78,3.7800121,-1.21307373048829e-05
train,3.74,3.7402635,-0.00026346206665017746
train,3.81,3.8100984,-9.840965270990765e-05
train,3.82,3.8198147,0.00018531799316390263
train,3.59,3.5913696,-0.0013696289062501421
train,3.66,3.6596153,0.0003847217559815874
train,3.65,3.6502335,-0.00023350715637215913
train,3.64,3.6402802,-0.0002802467346190163
train,3.65,3.650684,-0.0006841182708741123
train,3.7,3.7000463,-4.63008880613458e-05
train,3.72,3.7200668,-6.678581237773429e-05
train,3.79,3.7900343,-3.429412841793322e-05
train,3.82,3.8190532,0.0009468269348142933
train,3.81,3.8100097,-9.717941284126397e-06
train,3.76,3.7611547,-0.0011546516418459163
train,3.82,3.8192184,0.0007816028594969104
train,3.78,3.7803686,-0.00036856651306171884
train,3.85,3.849541,0.00045905113220223726
train,3.81,3.8101888,-0.00018877029418939983
train,3.89,3.889767,0.00023306846618664778
train,3.89,3.8901918,-0.0001917934417723366
train,3.78,3.7809124,-0.0009123992919923829
train,3.77,3.7697861,0.00021388053894044745
train,3.87,3.8697047,0.0002952766418458097
train,3.87,3.870319,-0.0003188896179198153
train,3.9,3.8998954,0.0001045703887938565
train,3.9,3.8999069,9.31262969969815e-05
train,3.95,3.9498546,0.00014538764953631045
train,4.0,3.998719,0.0012810230255126953
train,4.0,4.000076,-7.581710815429688e-05
train,3.96,3.9609034,-0.0009034061431885121
train,3.96,3.9599478,5.217552185055041e-05
train,3.96,3.9600992,-9.922027587894178e-05
train,3.99,3.989967,3.2892227173064725e-05
train,4.05,4.048685,0.0013149261474607599
train,4.0,3.999792,0.0002079010009765625
train,3.96,3.9604619,-0.00046185493469241834
train,3.98,3.9789367,0.0010633277893066229
train,3.96,3.960075,-7.49015808105824e-05
test,3.94,3.9591467,-0.019146738052368217
test,3.97,3.9666111,0.0033888530731203126
test,4.03,3.9910383,0.03896167755126978
test,4.05,3.9991286,0.05087141990661603
test,4.01,3.9823198,0.027680168151855256
test,4.0,3.981644,0.0183560848236084
test,4.0,3.963032,0.03696799278259277
test,4.05,3.9889014,0.06109862327575666
test,4.07,3.9823198,0.08768016815185575
test,4.09,3.9846156,0.10538443565368638
test,4.02,3.9863427,0.03365733146667438
test,4.08,3.9749956,0.10500438690185554
test,4.07,3.9871392,0.08286077499389677
test,4.1,3.9878757,0.1121243000030514
test,4.08,3.9861393,0.09386070251464851
test,4.16,3.9879744,0.17202559471130385
test,4.23,4.028428,0.20157192230224652
test,4.25,4.036822,0.21317815780639648
test,4.24,4.034191,0.20580886840820334
test,4.28,4.034191,0.24580886840820337
